char,pron
創下,cong1 ha6
唱片公司,cöng1 ping2 gung1 si1
長途,cöng4 tu4
荷李活,ho4 li1 wuk6
覺得好,gok2 däk2 häu2
下個,ha6 go1
有行,yäu1 hong4
廢青,fäi1 cäng1
行家,hong4 ga1
會合,wui6 häp6
上漲,söng6 zöng1
節省,zik2 sæng2
散熱,sæng1 ngik6
衍生,hing2 säng1
長官,zöng2 gwung1
食煙,säk6 ying1
票數,piu1 su1
兩年,löng1 ning4
迫使,bäk2 si2
市道,si1 däu6
不下,bäk2 ha6
乘搭,säng4 dap2
水上,söi2 söng6
散發,sæng1 fæk2
穿着,cüng1 zök2
傳承,cüng4 säng4
才華,cöi4 wa4
種子,zung2 zi2
你好,ni1 häu2
相近,söng1 gäng6
電話號碼,ding6 wa2 häu6 ma1
畫質,wa6 zäk2
惡魔,ok2 mo1
前度,cing4 du6
背包,bui1 bau1
樂器,ngok6 hi1
解開,gai2 fui1
因為我,yäng1 wäi6 ngo1
日食,yäk6 säk6
性行為,säng1 häng4 wäi4
車房,ce1 fong4
爭拗,zäng1 au1
診斷,cäng2 düng6
點解要,dim2 gai2 yiu1
經費,gäng1 fäi1
重播,cung4 bo1
核武,häk6 mu1
華裔,wa4 yöi6
樂意,lok6 yi1
點都好,dim2 du1 häu2
和牛,wo4 ngäu4
抗生素,kong1 säng1 su1
打風,da2 fung1
數值,su1 zäk6
諗過,näm2 gwo1
外傳,wui6 cüng4
感覺上,gäm2 gok2 söng6
因為佢,yäng1 wäi6 kü1
出沒,cäk2 muk6
打交,da2 gau1
有乜,yäu1 mäk2
不覺,bäk2 gok2
行走,häng4 zäu2
爭住,zæng1 zü6
從小,cung4 siu2
兩日,löng1 yäk6
數以,su1 yi1
唔好再,m4 häu2 zöi1
成世,seng4 säi1
更正,gäng1 zäng1
暴政,bäu6 zäng1
轉手,züng1 säu2
咁多人,gäm1 do1 yäng4
話要,wa6 yiu1
轉戰,züng1 zing1
好手,häu2 säu2
鮮血,sing1 hük2
新鮮感,säng1 sing1 gäm2
途經,tu4 gäng1
童話,tung4 wa2
沒法,muk6 fæk2
走數,zäu2 su1
已經唔,yi1 gäng1 m4
打字,da2 zi6
復刻,fuk6 häk2
兩隻,löng1 zek2
化解,fa1 gai2
病假,beng6 ga1
車費,ce1 fäi1
解約,gai2 yök2
使用者,si2 yung6 ze2
強力,köng4 läk6
長度,cöng4 du6
一面倒,yäk2 ming6 däu2
生氣,säng1 hi1
特質,däk6 zäk2
諗下,näm2 ha1
算數,süng1 su1
追上,zöi1 söng1
平方米,päng4 fong1 mai1
上癮,söng1 yäng1
上調,söng6 tiu4
下午茶,ha6 ng1 ca4
坐低,co1 däi1
爭論,zäng1 läng6
長城,cöng4 säng4
被逼,bi6 bäk2
行行,hong4 hong4
跌倒,dik2 däu2
着數,zök6 su1
好用,häu2 yung6
好話,häu2 wa6
低下,däi1 ha6
上衣,söng6 yi1
種族歧視,zung2 zuk6 ki4 si6
潛質,cim4 zäk2
朝鮮,ciu4 sing1
師生,si1 säng1
下落,ha6 lok6
同屬,tung4 suk6
平安夜,päng4 wung1 ye6
行列,hong4 lik6
平淡,päng4 dam6
行政會議,häng4 zäng1 wui6 yi1
正能量,zäng1 näng4 löng6
使出,säi2 cäk2
質感,zäk2 gäm2
打飛機,da2 fi1 gi1
首映,säu2 yäng2
難題,næng4 täi4
手提電話,säu2 täi4 ding6 wa2
上心,söng1 säm1
遊樂場,yäu4 lok6 cöng4
剩係,säng6 häi6
密度,mäk6 du6
半數,bung1 su1
量度,löng4 dok6
為自己,wäi6 zi6 gi2
同為,tung4 wäi4
平權,päng4 küng4
聽見,teng1 ging1
養生,yöng1 säng1
關上,gwæng1 söng1
降臨,gong1 läm4
重啟,cung4 käi2
生活費,säng1 wuk6 fäi1
破解,po1 gai2
推斷,töi1 düng6
上到,söng1 däu1
已經有,yi1 gäng1 yäu1
臨近,läm4 gäng6
細路仔,säi1 lu6 zäi2
背脊,bui1 zek2
吃力,hek2 läk6
覺得自己,gok2 däk2 zi6 gi2
百分百,bæk2 fäng6 bæk2
硬食,ngæng6 säk6
你覺得,ni1 gok2 däk2
從政,cung4 zäng1
打官司,da2 gwung1 si1
會談,wui6 tam4
警覺,gäng2 gok2
過數,gwo1 su1
疏散,so1 sæng1
盛傳,säng6 cüng4
港產片,gong2 cæng2 ping2
雙重標準,söng1 cung4 biu1 zäng2
傳遞,cüng4 däi6
更多,gäng1 do1
齊心,cäi4 säm1
好勁,häu2 gäng6
核電,häk6 ding6
年長,ning4 zöng2
契仔,käi1 zäi2
上級,söng6 käp2
言行,ying4 häng4
打靶,da2 ba2
倒閉,däu2 bäi1
卡數,kæk2 su1
黑仔,häk2 zäi2
上進,söng6 zäng1
下文,ha6 mäng4
持平,ci4 päng4
打敗,da2 bai6
整齊,zäng2 cäi4
打倒,da2 däu2
一種,yäk2 zung2
交易日,gau1 yäk6 yäk6
上頭,söng6 täu4
波經,bo1 gäng1
長久,cöng4 gäu2
招數,ziu1 su1
開咪,fui1 mäi1
小便,siu2 bing6
愛好,wui1 häu1
開玩笑,fui1 wæng4 siu1
開玩笑,fui1 wung6 siu1
為準,wäi4 zäng2
空難,hung1 næng6
平地,päng4 di6
無上,mu4 söng6
比數,bi2 su1
頗為,po2 wäi4
中斷,zung1 tüng1
話時話,wa6 si4 wa6
兩下,löng1 ha1
道出,däu6 cäk2
絕食,zük6 säk6
上岸,söng1 wung6
不行,bäk2 häng4
難頂,næng4 däng2
上榜,söng1 bong2
倒戈,däu2 gwo1
耳仔,yi1 zäi2
看更,fung1 gæng1
卡塔爾,ka1 tap2 yi1
漫長,mæng6 cöng4
係覺得,häi6 gok2 däk2
解鎖,gai2 so2
果斷,gwo2 düng6
請求,cäng2 käu4
下人,ha6 yäng4
入讀,yäp6 duk6
好似好,häu2 ci1 häu2
成晚,seng4 mæng1
戰車,zing1 ce1
打爛,da2 læng6
學士,hok6 si6
射波,se6 bo1
審核,säm2 häk6
醒覺,säng2 gok2
生人,sæng1 yäng4
參戰,cam1 zing1
打錯,da2 co1
私底下,si1 däi2 ha6
行開,hæng4 fui1
大部分,dai6 bu6 fäng6
煮食,zü2 säk6
打救,da2 gäu1
空降,hung1 gong1
自以為,zi6 yi1 wäi4
助長,zo6 zöng2
記載,gi1 zöi1
販毒,fæng1 duk6
轉播,züng2 bo1
惡搞,ok2 gau2
適量,säk2 löng6
好做,häu2 zu6
長短,cöng4 düng2
長命,cöng4 mäng6
差人,cai1 yäng4
緩和,wung6 wo4
個仔,go1 zäi2
重整,cung4 zäng2
關卡,gwæng1 ka1
即食,zik2 säk6
不平,bäk2 päng4
咩好,me1 häu2
驅散,kü1 sæng1
有平,yäu1 peng4
假若,ga2 yök6
坐車,co1 ce1
校董,hau6 dung2
有少少,yäu1 siu2 siu2
親屬,cäng1 suk6
促成,cuk2 säng4
下層,ha6 cäng4
生計,säng1 gäi1
解封,gai2 fung1
塞爾維亞,cöi1 yi1 wäi4 a1
咁有,gäm1 yäu1
工種,gung1 zung2
成日都,säng4 yäk6 du1
透明度,täu1 mäng4 du6
無從,mu4 cung4
烈士,lik6 si6
促使,cuk2 si2
難關,næng4 gwæng1
錯失,co1 säk2
條片,tiu4 ping1
好靚,häu2 leng1
素食,su1 säk6
缺少,kük2 siu2
刺身,ci1 säng1
國際學校,gwok2 zäi1 hok6 hau6
屬實,suk6 säk6
推倒,töi1 däu2
講下,gong2 ha1
旁聽,pong4 täng1
轉車,züng1 ce1
流量,läu4 löng6
轉數,züng1 su1
聽眾,täng1 zung1
行經,hæng4 gäng1
都已經,du1 yi1 gäng1
小生,siu2 säng1
話人,wa6 yäng4
天上,ting1 söng6
平行,päng4 häng4
粗暴,cu1 bäu6
瘋傳,fung1 cüng4
上蓋,söng6 gwui1
散水,sæng1 söi2
話有,wa6 yäu1
就唔好,zäu6 m4 häu2
哪個,na1 go1
大仔,dai6 zäi2
康樂,hong1 lok6
要打,yiu1 da2
見解,ging1 gai2
少人,siu2 yäng4
後話,häu6 wa6
真話,zäng1 wa2
兩次,löng1 ci1
上報,söng6 bäu1
為食,wäi6 säk6
搭上,dap2 söng1
唔係話,m4 häi6 wa6
話明,wa6 mäng4
玩意,wung6 yi1
近視,gäng6 si6
轉讓,züng2 yöng6
之嘛,zi1 ma1
背面,bui1 ming6
卡片,kæk2 ping2
好看,häu2 fung1
磨擦,mo4 cæk2
重覆,cung4 fuk2
為乜,wäi6 mäk2
爭冠,zäng1 gwung1
湊仔,cäu1 zäi2
接着,zip2 zök6
近代,gäng6 döi6
行情,hong4 cäng4
錯字,co1 zi6
翻生,fæng1 sæng1
驚嚇,gäng1 hæk2
堂食,tong4 säk6
馬車,ma1 ce1
攻打,gung1 da2
好受,häu2 säu6
放映,fong1 yäng2
堵塞,du2 säk2
飲食業,yäm2 säk6 yip6
玩笑,wæng4 siu1
打底,da2 däi2
負荷,fu6 ho6
生產力,säng1 cæng2 läk6
逼近,bäk2 gäng6
轉移視線,züng2 yi4 si6 sing1
軌道,gwäi2 däu6
幻覺,wæng6 gok2
上流,söng6 läu4
行埋,hæng4 mai4
上香,söng1 höng1
首長,säu2 zöng2
好唔好,häu2 m4 häu2
華府,wa4 fu2
應否,yäng1 fäu2
卡路里,ka1 lu6 li1
時下,si4 ha6
為意,wäi4 yi1
日本仔,yäk6 bung2 zäi2
錯覺,co1 gok2
服從,fuk6 cung4
失調,säk2 tiu4
倒塌,däu2 tap2
下限,ha6 hæng6
過山車,gwo1 sæng1 ce1
新會,säng1 wui6
名下,mäng4 ha6
過分,gwo1 fäng6
差餉,cai1 höng2
好驚,häu2 geng1
排行,pai4 häng4
火車頭,fo2 ce1 täu4
濃度,nung4 du6
些少,se1 siu2
和服,wo4 fuk6
連番,ling4 fæng1
年少,ning4 siu1
長褲,cöng4 fu1
傳言,cüng4 ying4
大片,dai6 ping2
點數,dim2 su1
長子,zöng2 zi2
雷射,löi4 se6
率領,säk2 läng1
散貨,sæng2 fo1
屬性,suk6 säng1
打完,da2 yüng4
暴龍,bäu6 lung4
旋轉,süng4 züng2
就好似,zäu6 häu2 ci1
我已經,ngo1 yi1 gäng1
射中,se6 zung1
少林,siu1 läm4
有為,yäu1 wäi4
點呀,dim2 a4
追平,zöi1 päng4
荷爾蒙,ho6 yi1 mung4
唔打,m4 da2
做好,zu6 häu2
打飛,da2 fi1
食環,säk6 wæng4
強項,köng4 hong6
物種,mäk6 zung2
上腦,söng1 näu1
打斷,da2 tüng1
咁滯,gäm1 zäi6
醒神,säng2 säng4
食譜,säk6 pu2
時差,si4 ca1
唔差,m4 ca1
被人,bi6 yäng4
賽道,cöi1 däu6
上空,söng6 hung1
問話,mäng6 wa6
車速,ce1 cuk2
跟着,gäng1 zök6
上個,söng6 go1
成因,säng4 yäng1
好似唔,häu2 ci1 m4
搭的士,dap2 däk2 si2
有着,yäu1 zök6
過量,gwo1 löng6
轉載,züng2 zöi1
長年,cöng4 ning4
啱啱好,ngam1 ngam1 häu2
覺得係,gok2 däk2 häi6
陰道,yäm1 däu6
樂天,lok6 ting1
成分,säng4 fäng6
跟車,gäng1 ce1
靈堂,läng4 tong4
上訴庭,söng6 su1 täng4
解圍,gai2 wäi4
轄下,häk6 ha6
個女仔,go1 nü1 zäi2
違背,wäi4 bui1
惡行,ok2 häng6
好講,häu2 gong2
代為,döi6 wäi4
瓦解,nga1 gai2
里數,li1 su1
明點解,mäng4 dim2 gai2
求生,käu4 säng1
靜坐,zäng6 zo6
上電,söng1 ding6
打你,da2 ni1
當打,dong1 da2
投射,täu4 se6
實屬,säk6 suk6
生肖,säng1 ciu1
罪惡,zöi6 ok2
好多都,häu2 do1 du1
上揚,söng6 yöng4
管道,gwung2 däu6
兩邊,löng1 bing1
頂尖,däng2 zim1
難搞,næng4 gau2
肉食,yuk6 säk6
好學,häu1 hok6
喚醒,wung6 säng2
生平,säng1 päng4
化為,fa1 wäi4
咁易,gäm1 yi6
好吃,häu2 hek2
生產線,säng1 cæng2 sing1
倒轉,däu1 züng1
爭勝,zäng1 säng1
以為自己,yi1 wäi4 zi6 gi2
傻仔,so4 zäi2
最重,zöi1 cung1
接載,zip2 zöi1
荷包,ho4 bau1
談話,tam4 wa6
話齋,wa6 zai1
我話,ngo1 wa6
新仔,säng1 zäi2
行蹤,häng4 zung1
專屬,züng1 suk6
磨合,mo4 häp6
經濟體,gäng1 zäi1 täi2
鬥士,däu1 si6
強權,köng4 küng4
土生土長,tu2 säng1 tu2 zöng2
報讀,bäu1 duk6
經由,gäng1 yäu4
行徑,häng4 gäng1
核實,häk6 säk6
傳人,cüng4 yäng4
文青,mäng4 cäng1
誤以為,ng6 yi1 wäi4
手掣,säu2 zäi1
假扮,ga2 bæng6
仲話,zung6 wa6
南下,nam4 ha6
傳召,cüng4 ziu6
打起,da2 hi2
打通,da2 tung1
玩弄,wung6 lung6
爭相,zäng1 söng1
熱量,ngik6 löng6
因為你,yäng1 wäi6 ni1
轉發,züng2 fæk2
重災區,cung1 zöi1 kü1
終生,zung1 säng1
打的,da2 däk2
國度,gwok2 du6
霸道,ba1 däu6
上線,söng1 sing1
親近,cäng1 gäng6
衝刺,cung1 ci1
飛車,fi1 ce1
想話,söng2 wa6
仲以為,zung6 yi1 wäi4
難食,næng4 säk6
轉台,züng1 töi4
放蛇,fong1 se4
架車,ga1 ce1
唔上,m4 söng1
強攻,köng4 gung1
解畫,gai2 wa6
聽取,teng1 cü2
驚險,gäng1 him2
略為,lök6 wäi4
鬼咁,gwäi2 gäm1
都好似,du1 häu2 ci1
條仔,tiu4 zäi2
最重要,zöi1 cung1 yiu1
打動,da2 dung6
好景,häu2 gäng2
小量,siu2 löng6
食雞,säk6 gäi1
斷正,tüng1 zäng1
食完,säk6 yüng4
解禁,gai2 gäm1
我呢,ngo1 ne1
我打,ngo1 da2
抵食,däi2 säk6
只差,zi2 ca1
壓倒,æk2 däu2
倒台,däu2 töi4
着重,zök6 zung6
好重,häu2 cung1
觸覺,zuk2 gok2
執着,zäp2 zök6
數一數二,su2 yäk2 su2 yi6
撈底,läu4 däi2
反射,fæng2 se6
解體,gai2 täi2
轉職,züng1 zäk2
例行,läi6 häng4
紳士,säng1 si2
咁多年,gäm1 do1 ning4
長出,zöng2 cäk2
全盛,cüng4 säng6
通行,tung1 häng4
平常心,päng4 söng4 säm1
鮮花,sing1 fa1
出車,cäk2 ce1
遊樂,yäu4 lok6
好鍾意,häu2 zung1 yi1
強人,köng4 yäng4
好嘅,häu2 ge1
唔食,m4 säk6
轉交,züng2 gau1
鮮明,sing1 mäng4
和好,wo4 häu2
青島,cäng1 däu2
高下,gäu1 ha6
長傳,cöng4 cüng4
會心,wui6 säm1
係乜,häi6 mäk2
咁高,gäm1 gäu1
家暴,ga1 bäu6
好明顯,häu2 mäng4 hing2
種票,zung1 piu1
充分,cung1 fäng6
假貨,ga2 fo1
食正,säk6 zäng1
阻塞,zo2 säk2
齊全,cäi4 cüng4
對打,döi1 da2
休假,yäu1 ga1
難保,næng4 bäu2
長跑,cöng4 pau2
淡定,dam6 däng6
冇諗,mäu1 näm2
食花生,säk6 fa1 säng1
上鏡,söng1 geng1
我都覺,ngo1 du1 gok2
難講,næng4 gong2
舊生,gäu6 säng1
你唔好,ni1 m4 häu2
生還,säng1 wæng4
成數,säng4 su1
長假,cöng4 ga1
水炮車,söi2 pau1 ce1
轉左,züng1 zo2
好高,häu2 gäu1
唔明點解,m4 mäng4 dim2 gai2
車輪,ce1 läng4
王朝,wong4 ciu4
下風,ha6 fung1
道別,däu6 bik6
使乜,säi2 mäk2
輕判,häng1 pung1
釀成,yöng6 säng4
月經,ngük6 gäng1
皇上,wong4 söng6
成全,säng4 cüng4
吃喝玩樂,hek2 fuk2 wung6 lok6
點解我,dim2 gai2 ngo1
村長,cüng1 zöng2
難以置信,næng4 yi1 zi1 säng1
齊人,cäi4 yäng4
大便,dai6 bing6
驚慌,gäng1 fong1
算好,süng1 häu2
假髮,ga2 fæk2
扮靚,bæng6 leng1
重型,cung1 yäng4
去食,hü1 säk6
肉質,yuk6 zäk2
從業員,cung4 yip6 yüng4
生活習慣,säng1 wuk6 zap6 gwæng1
稱得上,cäng1 däk2 söng1
下海,ha6 fui2
係好多,häi6 häu2 do1
華語,wa4 yü1
州長,zäu1 zöng2
傳達,cüng4 dæk6
相比之下,söng1 bi2 zi1 ha6
純屬,säng4 suk6
畫作,wa6 zok2
配樂,pui1 ngok6
強者,köng4 ze2
多士,do1 si2
成績表,säng4 zäk2 biu2
爭吵,zäng1 cau2
暴行,bäu6 häng6
驚動,gäng1 dung6
附上,fu6 söng1
中和,zung1 wo4
年華,ning4 wa4
打尖,da2 zim1
行頭,hong4 täu4
養成,yöng1 säng4
安樂死,wung1 lok6 si2
上當,söng1 dong1
射程,se6 cäng4
寄生,gi1 säng1
好開心,häu2 fui1 säm1
小強,siu2 köng4
廣傳,gwong2 cüng4
為時,wäi4 si4
盛世,säng6 säi1
參差,cam1 ci1
古惑仔,gwu2 wæk6 zäi2
食過,säk6 gwo1
連載,ling4 zöi1
講道,gong2 däu6
好正常,häu2 zäng1 söng4
到頂,däu1 deng2
食評,säk6 päng4
垃圾車,lap6 sap2 ce1
咁勁,gäm1 gäng6
華僑,wa4 kiu4
真係咁,zäng1 häi6 gäm1
嗜好,si3 häu1
從來沒,cung4 löi4 muk6
生蠔,sæng1 häu4
打埋,da2 mai4
轉眼,züng2 ngæng1
色調,säk2 diu6
店長,dim1 zöng2
梅開二度,mui4 fui1 yi6 du6
坐正,co1 zäng1
好慘,häu2 cam2
唔覺得,m4 gok2 däk2
好辛苦,häu2 säng1 fu2
魚生,yü4 sæng1
畫風,wa6 fung1
惡性,ok2 säng1
首領,säu2 läng1
背負,bui1 fu6
覺得有,gok2 däk2 yäu1
鏡片,geng1 ping2
母校,mu1 hau6
使得,si2 däk2
用量,yung6 löng6
請辭,cäng2 ci4
掉轉,diu6 züng1
平復,päng4 fuk6
兩條,löng1 tiu4
沒甚麼,muk6 säm6 mo1
上連登,söng1 ling4 däng1
聽人講,teng1 yäng4 gong2
將近,zöng1 gäng6
纜車,lam6 ce1
尺度,cek2 du6
繪畫,kwui2 wa6
食到,säk6 däu1
播映,bo1 yäng2
傳銷,cüng4 siu1
點解你,dim2 gai2 ni1
乾脆,gung1 cöi1
更好,gäng1 häu2
重口味,cung1 häu2 mi6
善長,sing6 zöng2
大食,dai6 säk6
好的,häu2 däk2
賭仔,du2 zäi2
覺悟,gok2 ng6
追打,zöi1 da2
射出,se6 cäk2
有人話,yäu1 yäng4 wa6
兄長,häng1 zöng2
現成,ying6 säng4
視聽,si6 täng1
會晤,wui6 ng6
朝聖,ciu4 säng1
冇巴打,mäu1 ba1 da2
華南,wa4 nam4
下放,ha6 fong1
公眾假期,gung1 zung1 ga1 ki4
救生員,gäu1 säng1 yüng4
有交易,yäu1 gau1 yäk6
綠卡,luk6 kæk2
和味,wo4 mi6
有冇巴打,yäu1 mäu1 ba1 da2
陶瓷,täu4 ci4
紛爭,fäng1 zäng1
唔驚,m4 geng1
好事,häu2 si6
上游,söng6 yäu4
風度,fung1 du6
無差別,mu4 ca1 bik6
知識分子,zi1 säk2 fäng6 zi2
劑量,zäi1 löng6
有咁多,yäu1 gäm1 do1
樂富,lok6 fu1
申領,säng1 läng1
盛行,säng6 häng4
片場,ping2 cöng4
為數,wäi4 su1
覺得你,gok2 däk2 ni1
剩低,zäng6 däi1
乜乜,mäk2 mäk2
望下,mong6 ha1
白車,bæk6 ce1
就已經,zäu6 yi1 gäng1
我聽,ngo1 teng1
打橫,da2 wæng4
輕度,häng1 du6
議長,yi1 zöng2
葵青,kwäi4 cäng1
華文,wa4 mäng4
就覺得,zäu6 gok2 däk2
下雨,ha6 yü1
知識產權,zi1 säk2 cæng2 küng4
刺客,ci1 hæk2
以為係,yi1 wäi4 häi6
上畫,söng1 wa6
係好難,häi6 häu2 næng4
驚覺,gäng1 gok2
便當,bing6 dong1
好遠,häu2 yüng1
太和,tai1 wo4
今生,gäm1 säng1
幾經,gi2 gäng1
受驚,säu6 gäng1
華夏,wa4 ha6
兩個月,löng1 go1 ngük6
輕生,häng1 säng1
一年一度,yäk2 ning4 yäk2 du6
假象,ga2 zöng6
做下,zu6 ha1
發難,fæk2 næng6
薄荷,bok6 ho4
上馬,söng1 ma1
車子,ce1 zi2
坐定定,co1 däng6 däng6
大會堂,dai6 wui6 tong4
我以為,ngo1 yi1 wäi4
斷線,tüng1 sing1
申請表,säng1 cäng2 biu2
上色,söng1 säk2
講數,gong2 su1
長裙,cöng4 kwäng4
打包,da2 bau1
車頂,ce1 deng2
生動,säng1 dung6
顯示卡,hing2 si6 kæk2
隸屬,däi6 suk6
幾度,gi2 du6
樂團,ngok6 tüng4
轉個頭,züng2 go1 täu4
食堂,säk6 tong4
染上,yim1 söng1
學生哥,hok6 sæng1 go1
諒解,löng6 gai2
有請,yäu1 ceng2
推車,töi1 ce1
宴會,ying1 wui6
列強,lik6 köng4
接聽,zip2 teng1
換領,wung6 läng1
便服,bing6 fuk6
避難,bi6 næng6
咩呀,me1 a4
保重,bäu2 zung6
放行,fong1 häng4
娛樂性,yü4 lok6 säng1
重頭,cung4 täu4
專長,züng1 cöng4
失靈,säk2 läng4
能成為,näng4 säng4 wäi4
背影,bui1 yäng2
番工,fæng1 gung1
調配,diu6 pui1
射精,se6 zäng1
逼和,bäk2 wo4
驚恐,gäng1 hung2
哪些,na1 se1
食飽,säk6 bau2
比卡超,bi2 ka1 ciu1
濕度,säp2 du6
示好,si6 häu2
音質,yäm1 zäk2
幾靚,gi2 leng1
清淡,cäng1 dam6
兩旁,löng1 pong4
調理,tiu4 li1
成品,säng4 bäng2
想食,söng2 säk6
話之,wa6 zi1
生路,sæng1 lu6
刻薄,häk2 bok6
重手,cung1 säu2
多好,do1 häu2
兩場,löng1 cöng4
冇諗過,mäu1 näm2 gwo1
毒男,duk6 nam4
飽和,bau2 wo4
打低,da2 däi1
碰上,pung1 söng1
盛事,säng6 si6
長壽,cöng4 säu6
平壤,päng4 yöng6
問好,mäng6 häu2
好多人都,häu2 do1 yäng4 du1
或多或少,wæk6 do1 wæk6 siu2
活生生,wuk6 sæng1 sæng1
乜鬼,mäk2 gwäi2
少爺,siu1 ye4
慘重,cam2 zung6
大機會,dai6 gi1 wui6
解凍,gai2 dung1
打人,da2 yäng4
墊底,zing1 däi2
生機,säng1 gi1
巴打你,ba1 da2 ni1
大少,dai6 siu1
下馬,ha6 ma1
餅乾,beng2 gung1
去旅行,hü1 lü1 häng4
評核,päng4 häk6
校巴,hau6 ba1
情況下,cäng4 fong1 ha6
附和,fu6 wo6
使費,säi2 fäi1
順道,säng6 däu6
自強,zi6 köng4
為香港,wäi6 höng1 gong2
哪怕,na1 pa1
平庸,päng4 yung4
上圍,söng6 wäi4
好似都,häu2 ci1 du1
負數,fu6 su1
淡出,dam6 cäk2
翻轉,fæng1 züng1
唔好意思,m4 häu2 yi1 si1
客貨車,hæk2 fo1 ce1
成隊,säng4 döi6
坐飛機,co1 fi1 gi1
插畫,cap2 wa6
好得,häu2 däk2
兩句,löng1 gü1
散工,sæng2 gung1
暴走,bäu6 zäu2
長時,cöng4 si4
轉動,züng1 dung6
稱之為,cäng1 zi1 wäi4
車公,ce1 gung1
和氣,wo4 hi1
食指,säk6 zi2
財仔,cöi4 zäi2
鮮味,sing1 mi6
五行,ng1 häng4
上邊,söng6 bing1
平和,päng4 wo4
遵從,zäng1 cung4
輾轉,zing2 züng2
轉乘,züng2 säng4
彈開,dæng6 fui1
倒卧,däu2 ngo6
驅使,kü1 si2
想打,söng2 da2
簡易,gæng2 yi6
碌卡,luk2 kæk2
日更,yäk6 gæng1
年假,ning4 ga1
好奇心,häu1 ki4 säm1
唔好講,m4 häu2 gong2
調景嶺,tiu4 gäng2 leng1
限度,hæng6 du6
唔難,m4 næng4
將領,zöng1 läng1
青山公路,cäng1 sæng1 gung1 lu6
重判,cung1 pung1
咁鬼,gäm1 gwäi2
你食,ni1 säk6
低質,däi1 zäk2
更生,gäng1 säng1
打亂,da2 lüng6
任食,yäm6 säk6
茄汁,kö4 zäp2
要食,yiu1 säk6
排長龍,pai4 cöng4 lung4
片刻,ping1 häk2
驚醒,gäng1 säng2
私生活,si1 säng1 wuk6
基數,gi1 su1
你諗,ni1 näm2
都好過,du1 häu2 gwo1
寄生蟲,gi1 säng1 cung4
有咩好,yäu1 me1 häu2
中華民族,zung1 wa4 mäng4 zuk6
已經冇,yi1 gäng1 mäu1
百分比,bæk2 fäng6 bi2
打殘,da2 cæng4
好聲,häu2 säng1
扯上,ce2 söng1
班長,bæng1 zöng2
差館,cai1 gwung2
偏差,ping1 ca1
素質,su1 zäk2
修行,säu1 häng6
倍數,pui1 su1
被譽為,bi6 yü6 wäi4
講乜,gong2 mäk2
反差,fæng2 ca1
輕視,häng1 si6
照射,ziu1 se6
打滾,da2 gwäng2
報平安,bäu1 päng4 wung1
無時無刻,mu4 si4 mu4 häk2
雙打,söng1 da2
得番,däk2 fæng1
好差,häu2 ca1
沒落,muk6 lok6
淡水,tam1 söi2
大車,dai6 ce1
參演,cam1 ying2
虐打,yök6 da2
兩個都,löng1 go1 du1
蛇王,se4 wong4
煞車,sæk2 ce1
傾電話,käng1 ding6 wa2
坐擁,zo6 yung2
貴為,gwäi1 wäi4
眾生,zung1 säng1
眼仔,ngæng1 zäi2
鮮奶,sing1 nai1
哽咽,gäng2 ying1
做錯,zu6 co1
可以打,ho2 yi1 da2
作畫,zok2 wa6
全盛時期,cüng4 säng6 si4 ki4
因為有,yäng1 wäi6 yäu1
變更,bing1 gäng1
長袖,cöng4 zäu6
王道,wong4 däu6
長老,zöng2 läu1
並重,bäng6 zung6
打印,da2 yäng1
斷估,düng1 gwu2
傳訊,cüng4 säng1
樂迷,ngok6 mäi4
上萬,söng1 mæng6
打聽,da2 täng1
好重要,häu2 cung1 yiu1
調校,tiu4 gau1
補上,bu2 söng1
研究生,ying4 gäu1 säng1
暴亂,bäu6 lüng6
厚度,häu1 du6
仲諗,zung6 näm2
解像度,gai2 zöng6 du6
熟食,suk6 säk6
切斷,cik2 tüng1
咁少,gäm1 siu2
好氣,häu2 hi1
醒起,säng2 hi2
覺得我,gok2 däk2 ngo1
假裝,ga2 zong1
空手道,hung1 säu2 däu6
教仔,gäu1 zäi2
平安鐘,päng4 wung1 zung1
下世,ha6 säi1
絕種,zük6 zung2
趕上,gwung2 söng1
第二朝,däi6 yi6 ziu1
惡性循環,ok2 säng1 cäng4 wæng4
車票,ce1 piu1
生病,säng1 beng6
打擾,da2 yiu2
烹調,pæng1 tiu4
剪片,zing2 ping2
我都覺得,ngo1 du1 gok2 däk2
噴射,päng1 se6
辯解,bing6 gai2
巴士司機,ba1 si2 si1 gi1
好似話,häu2 ci1 wa6
解剖,gai2 fäu2
靈異,läng4 yi6
變質,bing1 zäk2
裝甲車,zong1 gap2 ce1
行到,hæng4 däu1
可口可樂,ho2 häu2 ho2 lok6
苦難,fu2 næng6
單調,dæng1 diu6
行過,hæng4 gwo1
刀片,däu1 ping2
仇人,säu4 yäng4
降級,gong1 käp2
安好,wung1 häu2
我食,ngo1 säk6
吸食,käp2 säk6
糞便,fäng1 bing6
身體力行,säng1 täi2 läk6 häng4
轉化,züng2 fa1
好鐘意,häu2 zung1 yi1
奉行,fung6 häng4
下旬,ha6 cäng4
人種,yäng4 zung2
捱打,ngai4 da2
白領,bæk6 leng1
重點係,cung1 dim2 häi6
要諗,yiu1 näm2
磨練,mo4 ling6
得幾好,däk2 gi2 häu2
記錯,gi1 co1
片酬,ping2 cäu4
叫醒,giu1 seng2
毒素,duk6 su1
兩個人,löng1 go1 yäng4
平板,päng4 bæng2
