Index,Word,Glossary,EnglishGlossary,Type,Character,IPA,Rom,1st check,Remark,
564_Waitau_1,564,房間,Room,Waitau_1,房間,fɤŋ11kæŋ13,fong4 gæng1 ,OK,,
565_Waitau_1,565,廳,Hall,Waitau_1,天間,tʰiŋ13kæŋ13,ting1 gæng1 ,OK,,
566_Waitau_1,566,廂房,Wing-room,Waitau_1,花廳,fa13tʰɛŋ55,fa1 teng2 ,OK,,
567_Waitau_1,567,天井,Courtyardinsideofahouse,Waitau_1,天井,tʰiŋ13tsɛŋ35,ting1 zeng2 ,OK,,
569_Waitau_1,569,墻,Wall,Waitau_1,籬壆,li11pɤk35,li4 bok2 ,OK,,
569_Waitau_2,569,墻,Wall,Waitau_2,牆,tsʰœŋ11,cöng4 ,OK,,
570_Waitau_1,570,砌(墻),Layingbricks(to buildawall),Waitau_1,搭,tap35,dap2 ,OK,,
571_Waitau_1,571,窗戶,Window,Waitau_1,窗門,tsʰœŋ13muŋ35,cöng1 mung2 ,OK,,
572_Waitau_1,572,門,Door,Waitau_1,門,muŋ11,mung4 ,OK,,
573_Waitau_1,573,側門,Wing-door,Waitau_1,側門,tsɐk55muŋ35,zäk2 mung2 ,OK,,
574_Waitau_1,574,門檻兒,Doorsill,Waitau_1,門檻,muŋ11tsʰam13,mung4 cam1 ,OK,,
575_Waitau_1,575,釕兒,Doorcatch,Waitau_1,門扣,muŋ11kʰɐu13,mung4 käu1 ,OK,,
575_Waitau_2,575,釕兒,Doorcatch,Waitau_2,門弄,(MISSING),(MISSING),,,
576_Waitau_1,576,曬臺(樓頂曬物平臺),Aplainroof(todryclothes),Waitau_1,天棚,tʰiŋ13pʰæŋ35,ting1 pæng2 ,OK,,
577_Waitau_1,577,欄杆,Handrail,Waitau_1,欄河,læŋ11hɔ35,læng4 ho2 ,OK,,
578_Waitau_1,578,台階,Steps,Waitau_1,石級,sɛk22kʰɐp55,sek6 käp2 ,OK,,
579_Waitau_1,579,樓梯(大，固定),Stairs,Waitau_1,樓梯,lɐu11tʰɐi13,läu4 täi1 ,OK,,
580_Waitau_1,580,梯子(可移動),Ladder,Waitau_1,梯,pʰɐŋ11tʰɐi13,päng4 täi1 ,OK,,
581_Waitau_1,581,水井,Well,Waitau_1,井,tsɛŋ35,zeng2 ,OK,,
582_Waitau_1,582,廚房,Kitchen,Waitau_1,下間,ha22kæŋ13,ha6 gæng1 ,OK,,
583_Waitau_1,583,煙囪,Chimney,Waitau_1,煙通,jiŋ13tʰoŋ13,ying1 tung1 ,OK,,
584_Waitau_1,584,砌灶,Makingaterrenekitchenstove,Waitau_1,打灶,ta55tsɐu13,da2 zäu1 ,OK,,
585_Waitau_1,585,廁所,Toilet,Waitau_1,屎坑,si55hæŋ13,si2 hæng1 ,OK,,
586_Waitau_1,586,角落,Corner,Waitau_1,角落頭,kɔk55lɔk55tʰɐu35,gok2 lok2 täu2 ,OK,,
587_Waitau_1,587,窟窿,Hole,Waitau_1,窿,loŋ55,lung2 ,OK,,
588_Waitau_1,588,縫兒,Aperture,Waitau_1,罅,la13,la1 ,OK,,
589_Waitau_1,589,雞窩(生蛋處),Hen coop,Waitau_1,雞鬥,kɐi13tɐu13,gäi1 däu1 ,有問題,雞竇,
589_Waitau_2,589,雞窩(生蛋處),Hen coop,Waitau_2,雞欄,kɐi13læŋ35,gäi1 læng2 ,OK,,
590_Waitau_1,590,雞籠(棲息處),Chickencage(forraising),Waitau_1,雞籠,kɐi13loŋ11,gäi1 lung4 ,OK,,
591_Waitau_1,591,豬圈,Pigpen,Waitau_1,豬槽,tsy13læŋ13,zü1 læng1 ,唔肯定,不肯定是 “豬欄” 還是 “豬槽”,
592_Waitau_1,592,牛欄,Bullpen,Waitau_1,牛欄,ŋɐu11læŋ11,ngäu4 læng4 ,OK,,
593_Waitau_1,593,傢具,Furniture,Waitau_1,傢生,ka13sæŋ13,ga1 sæng1 ,OK,,
593_Waitau_2,593,傢具,Furniture,Waitau_2,傢俬,ka13si13,ga1 si1 ,OK,,
594_Waitau_1,594,桌子,Table,Waitau_1,檯,tʰɵy35,töi2 ,OK,,
595_Waitau_1,595,椅子(統稱),Chair,Waitau_1,凳,tɐŋ13,däng1 ,OK,,
595_Waitau_2,595,椅子(統稱),Chair,Waitau_2,椅,ji35,yi2 ,OK,,
596_Waitau_1,596,凳子(統稱),Stool,Waitau_1,凳仔,tɐŋ13tsɐi35,däng1 zäi2 ,OK,,
597_Waitau_1,597,長條板凳,Bench,Waitau_1,長凳,tsʰœŋ11tɐŋ13,cöng4 däng1 ,OK,,
597_Waitau_2,597,長條板凳,Bench,Waitau_2,板凳,pæŋ55tɐŋ13,bæng2 däng1 ,OK,,
598_Waitau_1,598,書桌,Desk,Waitau_1,書檯,sy13tʰɵy35,sü1 töi2 ,OK,,
599_Waitau_1,599,櫃子(臥式，有掀蓋),Cupboard(withonedoorontop),Waitau_1,櫃,kʷɐi22,gwäi6 ,OK,,
599_Waitau_2,599,櫃子(臥式，有掀蓋),Cupboard(withonedoorontop),Waitau_2,沙櫃,sa22kʷɐi22,sa6 gwäi6 ,OK,,
600_Waitau_1,600,櫥子(立式，有拉門),Cabinet(closet),Waitau_1,廚櫃,tsʰy11kʷɐi22,cü4 gwäi6 ,OK,,
601_Waitau_1,601,抽屜,Drawer,Waitau_1,櫃桶,kʷɐi22tʰoŋ35,gwäi6 tung2 ,OK,,
602_Waitau_1,602,箱子,Box,Waitau_1,箱,sœŋ13,söng1 ,OK,,
602_Waitau_2,602,箱子,Box,Waitau_2,槓,loŋ13,lung1 ,OK,,
603_Waitau_1,603,床,Bed,Waitau_1,床,tsʰɤŋ11,cong4 ,OK,,
604_Waitau_1,604,竹席,Bamboomat,Waitau_1,竹席,tsok55tsɛk22,zuk2 zek6 ,OK,,
605_Waitau_1,605,草席,Strawmat,Waitau_1,草席,tsʰɐu35tsɛk22,cäu2 zek6 ,OK,,
606_Waitau_1,606,被子,Quilt,Waitau_1,被,pʰi13,pi1 ,OK,,
607_Waitau_1,607,褥子,Mattress,Waitau_1,床褥,tsʰɤŋ11jok35,cong4 yuk2 ,OK,,
607_Waitau_2,607,褥子,Mattress,Waitau_2,褥仔,jok22tsɐi35,yuk6 zäi2 ,OK,,
608_Waitau_1,608,毯子,Blanket,Waitau_1,氈,tsiŋ55,zing2 ,OK,,
609_Waitau_1,609,枕頭,Pillow,Waitau_1,枕頭,tsɐm55tʰɐu11,zäm2 täu4 ,OK,,
610_Waitau_1,610,毛線,Wool,Waitau_1,毛冷,mɐu11laŋ35,mäu4 lang2 ,OK,,
611_Waitau_1,611,蚊帳,Mosquitonet (for the bed),Waitau_1,蚊帳,mɐŋ55tsœŋ13,mäng2 zöng1 ,OK,,
612_Waitau_1,612,窗簾,Curtain,Waitau_1,窗簾,tsʰœŋ13lim35,cöng1 lim2 ,OK,,
613_Waitau_1,613,臉盆,Washingbasin,Waitau_1,面盆,miŋ22pʰuŋ35,ming6 pung2 ,OK,,
614_Waitau_1,614,毛巾,Towel,Waitau_1,手巾,sɐu55kɐŋ13,säu2 gäng1 ,OK,,
615_Waitau_1,615,肥皂,Soap,Waitau_1,番鹼,fæŋ13kæŋ35,fæng1 gæng2 ,OK,,
616_Waitau_1,616,鏡子,Mirror,Waitau_1,鏡,kɛŋ13,geng1 ,OK,,
617_Waitau_1,617,梳子,Comb,Waitau_1,梳,sɔ13,so1 ,OK,,
617_Waitau_2,617,梳子,Comb,Waitau_2,篦,pi13,bi1 ,OK,,
618_Waitau_1,618,牙刷,Toothbrush,Waitau_1,牙刷,ŋa11tsʰak35,nga4 cak2 ,OK,,
619_Waitau_1,619,牙膏,Toothpaste,Waitau_1,牙膏,ŋa11kɐu13,nga4 gäu1 ,OK,,
620_Waitau_1,620,水舀子,Ladle,Waitau_1,水殼,hɤk35,hok2 ,OK,,
621_Waitau_1,621,水瓢(葫蘆製),Gourdladle,Waitau_1,葫蘆殼,pʰu11lu11hɤk35,pu4 lu4 hok2 ,OK,,
623_Waitau_1,623,大缸,Vat,Waitau_1,大甕,tai22oŋ13,dai6 ung1 ,OK,,
624_Waitau_1,624,水缸,Watervat,Waitau_1,水甕,sɵy55oŋ13,söi2 ung1 ,OK,,
625_Waitau_1,625,罈子(大肚小口),Crock,Waitau_1,埕,tsʰɐŋ11,cäng4 ,OK,,
626_Waitau_1,626,缽子,Bigbowl,Waitau_1,缽頭,put55tʰɐu11,but2 täu4 ,OK,,
627_Waitau_1,627,罐子,Jar,Waitau_1,罐,kʷuŋ13,gwung1 ,OK,,
628_Waitau_1,628,瓶子(玻璃製),Bottle,Waitau_1,樽,tsɐŋ13,zäng1 ,OK,,
629_Waitau_1,629,(瓶)塞子,Stopper(plug),Waitau_1,塞,sɐk35,säk2 ,OK,,
630_Waitau_1,630,茶碗(飲茶用，有蓋有托盤),Teabowl,Waitau_1,茶碗,tsʰa11wuŋ35,ca4 wung2 ,OK,,
631_Waitau_1,631,茶杯,Teacup,Waitau_1,茶杯,tsʰa11pui13,ca4 bui1 ,OK,,
632_Waitau_1,632,碗,Bowl,Waitau_1,碗,wuŋ35,wung2 ,OK,,
633_Waitau_1,633,水壼(燒開水用),Kettle,Waitau_1,熱水壺,ȵik22sɵy55fu11,ngik6 söi2 fu4 ,OK,,
634_Waitau_1,634,茶壼(泡茶用),Teapot,Waitau_1,茶壺,tsʰa11fu11,ca4 fu4 ,OK,,
635_Waitau_1,635,暖水瓶,Thermos,Waitau_1,熱水壺,jit22sɵy35fu35,yit6 söi2 fu2 ,OK,,
636_Waitau_1,636,調羹,Spoon,Waitau_1,調羹,tʰiu11kæŋ13,tiu4 gæng1 ,OK,,
637_Waitau_1,637,(飯)勺兒,Scoop,Waitau_1,飯殼,fæŋ22hɤk35,fæng6 hok2 ,OK,,
638_Waitau_1,638,筷子,Chopsticks,Waitau_1,筷子,fai13tsi35,fai1 zi2 ,OK,,
638_Waitau_2,638,筷子,Chopsticks,Waitau_2,箸,tsy22,zü6 ,OK,,
639_Waitau_1,639,柴火(統稱),Firewood,Waitau_1,柴,tsʰai11,cai4 ,OK,,
640_Waitau_1,640,煤,Coal,Waitau_1,煤,mui11,mui4 ,OK,,
641_Waitau_1,641,木炭,Charcoal,Waitau_1,炭,tʰæŋ13,tæng1 ,OK,,
642_Waitau_1,642,火灰,Ash,Waitau_1,火屎,fɔ55si35,fo2 si2 ,OK,,
645_Waitau_1,645,爐子,Stove,Waitau_1,火爐,fɔ55lu11,fo2 lu4 ,OK,,
646_Waitau_1,646,生火,Makeafire,Waitau_1,發火,fæk55fɔ35,fæk2 fo2 ,唔肯定,,
646_Waitau_2,646,生火,Makeafire,Waitau_2,起火,hi35fɔ35,hi2 fo2 ,OK,,
647_Waitau_1,647,鍋,Pan,Waitau_1,鑊仔,wɤk22tsɐi35,wok6 zäi2 ,OK,,
648_Waitau_1,648,鍋蓋,Pot cover,Waitau_1,鑊蓋,wɤk22kui13,wok6 gui1 ,OK,,
649_Waitau_1,649,鍋鏟,Pancaketurner,Waitau_1,鑊鏟,wɤk22tsʰæŋ35,wok6 cæng2 ,OK,,
650_Waitau_1,650,鍋堙子(鍋背的煙灰),Ashontheunder-sideofiron pan,Waitau_1,鑊癆,wɤk22lɐu35,wok6 läu2 ,OK,,
650_Waitau_2,650,鍋堙子(鍋背的煙灰),Ashontheunder-sideofiron pan,Waitau_2,鑊辣,wɤk22lak35,wok6 lak2 ,OK,,
651_Waitau_1,651,砧板,Choppingblock,Waitau_1,砧板,tsɐm13pæŋ35,zäm1 bæng2 ,OK,,
652_Waitau_1,652,菜刀,Chopper,Waitau_1,刀,pɤk22tɐu13,bok6 däu1 ,唔肯定,朴刀？,
653_Waitau_1,653,蒸籠,Bamboosteamer,Waitau_1,蒸籠,tsɐŋ13loŋ11,zäng1 lung4 ,OK,,
654_Waitau_1,654,甑,Urn,Waitau_1,飯罉,fæŋ22tsʰæŋ35,fæng6 cæng2 ,OK,,
655_Waitau_1,655,筲箕,Bamboobasketforwashing rice,Waitau_1,筲箕,sau13ki13,sau1 gi1 ,OK,,
656_Waitau_1,656,笊籬,Bamboo basketfor frying,Waitau_1,撈箕,lau11ki13,lau4 gi1 ,OK,,
657_Waitau_1,657,炊帚,Atinybroomtokitchentosweepthehearth,Waitau_1,竹掃,tsok55sɐu35,zuk2 säu2 ,OK,,
658_Waitau_1,658,抹布,Dishcloth,Waitau_1,抹檯布,mak3tʰɵy11pu13,mak3töi4 bu1 ,OK,,
659_Waitau_1,659,火柴,Match,Waitau_1,火柴,fɔ35tsɐi35,fo2 zäi2 ,OK,,
660_Waitau_1,660,旱煙袋,Tabaccopouch,Waitau_1,煙筒,jiŋ13tʰoŋ11,ying1 tung4 ,OK,,
660_Waitau_2,660,旱煙袋,Tabaccopouch,Waitau_2,煙筒,jiŋ13tʰoŋ35,ying1 tung2 ,OK,,
661_Waitau_1,661,水煙袋,Shishapouch(forwater-pipesmoking),Waitau_1,大碌竹,tai22lok55tsʰok35,dai6 luk2 cuk2 ,OK,,
662_Waitau_1,662,手電筒,"Flashlight, electric torch",Waitau_1,電筒,tiŋ22tʰoŋ11,ding6 tung4 ,OK,,
663_Waitau_1,663,電燈,Light,Waitau_1,電燈,tiŋ22tɐŋ55,ding6 däng2 ,OK,,
664_Waitau_1,664,蠟蠋,Candle,Waitau_1,蠟燭,lap22tsok55,lap6 zuk2 ,OK,,
665_Waitau_1,665,汽油,Petrol,Waitau_1,電油,tiŋ22jɐu11,ding6 yäu4 ,OK,,
666_Waitau_1,666,煤油,Kerosene,Waitau_1,火水,fɔ55sɵy35,fo2 söi2 ,OK,,
667_Waitau_1,667,馬桶,Commode,Waitau_1,屎桶,si55tʰoŋ35,si2 tung2 ,OK,,
668_Waitau_1,668,尿桶(擔糞用，無蓋),Urinebarrel,Waitau_1,尿桶,niu22tʰoŋ11,niu6 tung4 ,OK,,
668_Waitau_2,668,尿桶(擔糞用，無蓋),Urinebarrel,Waitau_2,夜壺,niu22fu11,niu6 fu4 ,OK,,
669_Waitau_1,669,糞勺,Dungladle,Waitau_1,屎殼,si55hɤk35,si2 hok2 ,OK,,
670_Waitau_1,670,痰盂,Spittoon,Waitau_1,痰罐,tʰam11kʷuŋ13,tam4 gwung1 ,OK,,
671_Waitau_1,671,打水桶,Bucketforgettingwaterfromwell,Waitau_1,吊桶,tiu35tʰoŋ35,diu2 tung2 ,OK,,
671_Waitau_2,671,打水桶,Bucketforgettingwaterfromwell,Waitau_2,水桶,sɵy55toŋ35,söi2 dung2 ,OK,,
672_Waitau_1,672,鈅匙,Key,Waitau_1,鎖匙,sɔ55si11,so2 si4 ,OK,,
673_Waitau_1,673,鎖,Lock,Waitau_1,鎖,sɔ35,so2 ,OK,,
674_Waitau_1,674,蓑衣,Straw raincoat,Waitau_1,蓑衣,sɔ13ji13,so1 yi1 ,OK,,
675_Waitau_1,675,斗笠,Bamboosplit hat,Waitau_1,斗笠,tɐu55lɐp35,däu2 läp2 ,OK,,
676_Waitau_1,676,扇子(統稱),Fan,Waitau_1,扇,siŋ13,sing1 ,OK,,
677_Waitau_1,677,雨傘,Umbrella,Waitau_1,遮,tsɛ13,ze1 ,唔肯定,動詞時讀作：ze1，名詞時讀作：ze2 (tsɛ 55),
678_Waitau_1,678,笤帚(小),"Broom(small,usually made of broom corn)",Waitau_1,掃把,sɐu13pa35,säu1 ba2 ,OK,,
679_Waitau_1,679,掃帚(大),"Broom(big,madeofbamboobranches)",Waitau_1,大掃,tai22sɐu35,dai6 säu2 ,OK,,
680_Waitau_1,680,簸箕(簸穀用),Dustpan(togetridofblightedgrain),Waitau_1,糞箕,fɐŋ13ki13,fäng1 gi1 ,OK,,
681_Waitau_1,681,團箕(曬谷米用，較大),Dustpan(forgrainstodryunderthesun),Waitau_1,窩欄,wɔ13læŋ11,wo1 læng4 ,OK,,
682_Waitau_1,682,竹竿,Bamboopole,Waitau_1,竹篙,tsok55kɐu13,zuk2 gäu1 ,OK,,
683_Waitau_1,683,曬衣篙,Poleforpeggingtheclothestodry,Waitau_1,竹篙,tsok55kɐu13,zuk2 gäu1 ,OK,,
684_Waitau_1,684,竹叉(架曬衣篙用),Bambooforktosupportthepole,Waitau_1,叉,tsʰa55,ca2 ,OK,,
685_Waitau_1,685,衣叉(叉取衣服用),Clothesrack,Waitau_1,丫叉,a13tsʰa13,a1 ca1 ,OK,,
686_Waitau_1,686,拐杖,Crutch,Waitau_1,拐杖,kʷai55tsœŋ35,gwai2 zöng2 ,OK,,
687_Waitau_1,687,笱(一種竹制捕魚器),A bamboo trap for fishing,Waitau_1,魚籠,jy11loŋ11,yü4 lung4 ,OK,,
688_Waitau_1,688,釣魚竿,Fish pole,Waitau_1,釣竿,tiu13kʷuŋ13,diu1 gwung1 ,OK,,
689_Waitau_1,689,工具,Tool,Waitau_1,傢生,ka13tsʰaŋ13,ga1 cang1 ,OK,,
690_Waitau_1,690,錘子,Hammer,Waitau_1,錘仔,tsʰɵy11tsɐi35,cöi4 zäi2 ,OK,,
691_Waitau_1,691,錐子,"Bodkin,borer",Waitau_1,錐,jɵy55,yöi2 ,OK,,
692_Waitau_1,692,斧子,Axe,Waitau_1,斧頭,fu55tʰɐu11,fu2 täu4 ,OK,,
693_Waitau_1,693,鉗子,Pincers,Waitau_1,鉗,kʰim35,kim2 ,OK,,
693_Waitau_2,693,鉗子,Pincers,Waitau_2,鉗仔,kʰim11tsɐi35,kim4 zäi2 ,OK,,
694_Waitau_1,694,鑷子,Forceps,Waitau_1,夾,kap22,gap6 ,OK,,
695_Waitau_1,695,鑿子,Chisel,Waitau_1,鑿仔,tsɤk35,zok2 ,OK,,
696_Waitau_1,696,鋸,Saw,Waitau_1,鋸,ky13,gü1 ,OK,,
697_Waitau_1,697,銼刀,Rasp,Waitau_1,銼,tsʰɔ13,co1 ,OK,,
698_Waitau_1,698,鉆(木匠鉆眼工具),Drill,Waitau_1,鉆,tsyŋ13,züng1 ,OK,,
699_Waitau_1,699,鉋子,Plane(atooltomakethewoodplain),Waitau_1,刨,pʰau11,pau4 ,OK,,
700_Waitau_1,700,鉤子,Saw hook,Waitau_1,鉤,ŋɐu55,ngäu2 ,OK,,
701_Waitau_1,701,釘子,Nail,Waitau_1,釘,tɛŋ13,deng1 ,OK,,
702_Waitau_1,702,剪刀,Scissors,Waitau_1,鉸剪,kau13tsiŋ35,gau1 zing2 ,OK,,
703_Waitau_1,703,針,Needle,Waitau_1,針,tsam13,zam1 ,OK,,
704_Waitau_1,704,頂針兒,Thimble,Waitau_1,頂指,tɐŋ55tsi35,däng2 zi2 ,OK,,
705_Waitau_1,705,線,Thread,Waitau_1,線,siŋ13,sing1 ,OK,,
706_Waitau_1,706,縫紉機,Sewingmachine,Waitau_1,衣車,ji13tsʰɛ55,yi1 ce2 ,OK,,
707_Waitau_1,707,(器物)底部,Bottom,Waitau_1,托,tʰok55,tuk2 ,OK,,
708_Waitau_1,708,(器物)邊緣,Brim,Waitau_1,邊,piŋ13,bing1 ,OK,,
709_Waitau_1,709,(器物)裂縫兒,Crack,Waitau_1,罅,la13,la1 ,OK,,
709_Waitau_2,709,(器物)裂縫兒,Crack,Waitau_2,裂,lik35,lik2 ,OK,,
710_Waitau_1,710,痕跡(器皿上的印跡),Mark,Waitau_1,痕,hɐŋ35,häng2 ,OK,,
711_Waitau_1,711,(傢具)開裂,Split,Waitau_1,爆裂,pau13lik22,bau1 lik6 ,OK,,
712_Waitau_1,712,衣服,Clothes,Waitau_1,衣裳,ji13sœŋ11,yi1 söng4 ,OK,,
713_Waitau_1,713,買布,Buythecloth,Waitau_1,買布,mai13pu13,mai1 bu1 ,OK,,
714_Waitau_1,714,黑布,Black cloth,Waitau_1,黑布,hɐk55pu13,häk2 bu1 ,OK,,
715_Waitau_1,715,剪(布),Cut(thecloth),Waitau_1,剪布,tsiŋ55pu13,zing2 bu1 ,OK,,
716_Waitau_1,716,試(衣服),Tryon(theclothes),Waitau_1,試身,si13sɐŋ13,si1 säng1 ,OK,,
717_Waitau_1,717,上衣,Coat,Waitau_1,衫,sam55,sam2 ,OK,,
718_Waitau_1,718,襯衫,Shirt,Waitau_1,恤衫,syk55sam13,sük2 sam1 ,OK,,
719_Waitau_1,719,汗衫(貼身衣),Underwear,Waitau_1,底衫,tɐi35sam13,däi2 sam1 ,OK,,
720_Waitau_1,720,棉襖,Waddedcottonjacket,Waitau_1,棉衲,miŋ11nap22,ming4 nap6 ,OK,,
721_Waitau_1,721,夾襖,Linedjacket,Waitau_1,棉背心,tap35tsɐi35,dap2 zäi2 ,有問題,褡仔,
722_Waitau_1,722,大衣(棉衣，較長),Overvoat,Waitau_1,大褸,tai22lɐu33,dai6 läu33,OK,,
723_Waitau_1,723,毛衣,Sweater,Waitau_1,冷衫,læŋ55sam13,læng2 sam1 ,OK,,
724_Waitau_1,724,(被子)面子,Quiltcover,Waitau_1,被袋,pʰi13tɵy35,pi1 döi2 ,OK,,
725_Waitau_1,725,(被子)裏子,Quiltinner,Waitau_1,被,pʰi13,pi1 ,OK,,
726_Waitau_1,726,背心,Jacket,Waitau_1,背褡,pi13tap55,bi1 dap2 ,OK,,
727_Waitau_1,727,褲子,Trousers,Waitau_1,褲,fu13,fu1 ,OK,,
728_Waitau_1,728,短褲,Pants,Waitau_1,短褲,tyŋ35fu13,düng2 fu1 ,OK,,
728_Waitau_2,728,短褲,Pants,Waitau_2,牛頭褲,ŋɐu11tʰɐu11fu13,ngäu4 täu4 fu1 ,OK,,
729_Waitau_1,729,褲腿,Trouserslegs,Waitau_1,褲腳,fu13kœk55,fu1 gök2 ,OK,,
730_Waitau_1,730,褲襠(褲子襠部),Crotchoftrousers,Waitau_1,褲襠,fu13nɤŋ22,fu1 nong6 ,OK,,
731_Waitau_1,731,開襠褲,Trouserswithoutcrotch(forbaby),Waitau_1,開襠褲,fui13nɤŋ22fu13,fui1 nong6 fu1 ,OK,,
733_Waitau_1,733,裙子,Skirt,Waitau_1,裙,kʷʰɐŋ11,kwäng4 ,OK,,
734_Waitau_1,734,袖子,Sleeve,Waitau_1,袖,tsɐu22,zäu6 ,OK,,
735_Waitau_1,735,領子,Collar,Waitau_1,領,lɛŋ13,leng1 ,OK,,
736_Waitau_1,736,(衣服)皺(了),Crease,Waitau_1,皺,tsʰau11,cau4 ,OK,,
737_Waitau_1,737,(衣服)破(了),Ragged,Waitau_1,爛,læŋ22,læng6 ,OK,,
738_Waitau_1,738,(衣服)口袋,Pocket,Waitau_1,衫袋,sam13tɵy35,sam1 döi2 ,OK,,
739_Waitau_1,739,子母扣,apress-stud,Waitau_1,啪紐,pæk55nɐu35,bæk2 näu2 ,OK,,
740_Waitau_1,740,紐扣,Button,Waitau_1,扣,kʰɐu13,käu1 ,OK,,
741_Waitau_1,741,別針,Brooch,Waitau_1,扣針,kʰɐu13tsɐm13,käu1 zäm1 ,OK,,
742_Waitau_1,742,帽子,Hat,Waitau_1,帽仔,mɐu22tsɐi55,mäu6 zäi2 ,OK,,
743_Waitau_1,743,草帽,Straw hat,Waitau_1,草帽,tsʰɐu35mɐu22,cäu2 mäu6 ,OK,,
744_Waitau_1,744,鞋,Shoes,Waitau_1,鞋,hai11,hai4 ,OK,,
745_Waitau_1,745,拖鞋,Slippers,Waitau_1,拖鞋,tʰɔ13hai11,to1 hai4 ,OK,,
746_Waitau_1,746,木拖鞋,Clogs,Waitau_1,木屐,kʰɛk22,kek6 ,OK,,
747_Waitau_1,747,雨鞋,Rain boots,Waitau_1,水鞋,sɵy55hai11,söi2 hai4 ,OK,,
748_Waitau_1,748,鞋墊兒,Insole,Waitau_1,鞋墊,hai11tiŋ13,hai4 ding1 ,OK,,
749_Waitau_1,749,靴子,Boots,Waitau_1,長筒鞋,tsʰœŋ11tʰoŋ55hai11,cöng4 tung2 hai4 ,OK,,
750_Waitau_1,750,襪子,Socks,Waitau_1,襪,mæk22,mæk6 ,OK,,
751_Waitau_1,751,手套,Gloves,Waitau_1,手襪,sɐu13mæk22,säu1 mæk6 ,OK,,
752_Waitau_1,752,手絹兒,Handkerchief,Waitau_1,手巾仔,sɐu55kɐŋ22tsɐi55,säu2 gäng6 zäi2 ,OK,,
753_Waitau_1,753,(繩)結兒,Knot,Waitau_1,咧,lik35,lik2 ,OK,,
753_Waitau_2,753,(繩)結兒,Knot,Waitau_2,結,kik55,gik2 ,OK,,
754_Waitau_1,754,圍巾,Scarf,Waitau_1,頸巾,kɛŋ55kɐŋ13,geng2 gäng1 ,OK,,
755_Waitau_1,755,圍嘴兒,Pinafore,Waitau_1,口水肩,hɐu55sɵy35kiŋ13,häu2 söi2 ging1 ,OK,,
756_Waitau_1,756,圍裙(做活兒用圍布),Apron,Waitau_1,圍裙,wɐi11kʷʰɐŋ35,wäi4 kwäng2 ,OK,,
757_Waitau_1,757,兜肚,An undergarmenttocoverchestandabdomen,Waitau_1,兜肚,tɐu55tʰu13,däu2 tu1 ,OK,,
758_Waitau_1,758,尿布,Diaper,Waitau_1,尿布,niu22pu13,niu6 bu1 ,OK,,
759_Waitau_1,759,熨斗,Iron,Waitau_1,燙斗,tʰɤŋ13tɐu35,tong1 däu2 ,OK,,
760_Waitau_1,760,餓(了),Hungry,Waitau_1,肚餓,tu55ŋɔ22,du2 ngo6 ,OK,,
761_Waitau_1,761,米飯,Rice(cooked),Waitau_1,飯,fæŋ22,fæng6 ,OK,,
762_Waitau_1,762,麵粉,Flour,Waitau_1,麵粉,miŋ22fɐŋ35,ming6 fäng2 ,OK,,
763_Waitau_1,763,面條,Noodle,Waitau_1,麵,miŋ22,ming6 ,OK,,
764_Waitau_1,764,糠,Bran,Waitau_1,糠,hɤŋ13,hong1 ,OK,,
765_Waitau_1,765,剩飯,Riceleft over,Waitau_1,冷飯,læŋ13fæŋ22,læng1 fæng6 ,OK,,
766_Waitau_1,766,(飯)餿(了),(Rice)Turning sour,Waitau_1,臭餿,tsʰɐu13sɐu35,cäu1 säu2 ,OK,,
766_Waitau_2,766,(飯)餿(了),(Rice)Turning sour,Waitau_2,臭宿,(NO RECORDING),(NO RECORDING),,,
767_Waitau_1,767,剩(了飯),(thefood)left,Waitau_1,剩,sɐŋ22,säng6 ,OK,,
768_Waitau_1,768,米湯,Ricesoup,Waitau_1,米水,mɐi13sɵy35,mäi1 söi2 ,OK,,
768_Waitau_2,768,米湯,Ricesoup,Waitau_2,粥飲,tsok55jɐm35,zuk2 yäm2 ,OK,,
769_Waitau_1,769,粥,Congee,Waitau_1,粥,tsok55,zuk2 ,OK,,
770_Waitau_1,770,鍋巴,Ricecrust,Waitau_1,飯焦,fæŋ22tsiu13,fæng6 ziu1 ,OK,,
771_Waitau_1,771,吃飯,Eat,Waitau_1,喫飯,hɛk55fæŋ22,hek2 fæng6 ,OK,,
772_Waitau_1,772,口渴,Thirsty,Waitau_1,頸渴,kɛŋ55fuk35,geng2 fuk2 ,OK,,
773_Waitau_1,773,喝(水),Drink,Waitau_1,飲水,jɐm55sɵy35,yäm2 söi2 ,OK,,
774_Waitau_1,774,喝酒,Drink wine,Waitau_1,飲酒,jɐm35tsɐu35,yäm2 zäu2 ,OK,,
775_Waitau_1,775,米酒,Rice wine,Waitau_1,米酒,mɐi13tsɐu35,mäi1 zäu2 ,OK,,
776_Waitau_1,776,白酒,Spirit,Waitau_1,白酒,pæk22tsɐu35,bæk6 zäu2 ,OK,,
777_Waitau_1,777,黃酒,Yellowricewine,Waitau_1,黃酒,wɔŋ11tsɐu35,wong4 zäu2 ,OK,,
778_Waitau_1,778,酒釀(糯米酒),Spiritbrewedbystickyrice,Waitau_1,糯米酒,nɔ22mɐi13tsɐu35,no6 mäi1 zäu2 ,OK,,
780_Waitau_1,780,米酒渣,Ricewinegrains,Waitau_1,酒糟,tsɐu35tsɐu13,zäu2 zäu1 ,OK,,
