char,pron
譯名,yit6 miang2
蛇王,sa2 vong2
和應,fo4 yin4
怡和,yi2 fo2
煞食,sat5 sit6
滑行,vat6 hang2
吿誡,gau4 gai4
上訴人,song4 su4 ngin2
成行,sin2 hang2
着陸,cok6 luk6
反應堆,fan3 yin4 doi1
重振,cung2 zin3
莎士比亞,sa1 su4 bi3 a1
和好,fo2 hau3
誘使,yiu3 si3
錯漏,co4 liu4
味蕾,mui4 lui2
打掃,da3 sau4
轉任,zon4 ngim4
塞浦路斯,soi4 pu3 lu4 su1
雕刻,diau1 ket5
打撈,da3 liu2
毒癮,tuk6 yin3
跟從,gen1 cung2
連中三元,lien2 zung4 sam1 ngien2
素質,su4 zit5
無可否認,vu2 ko3 fiu3 ngin4
中巴,zung1 ba1
隨處,cui2 cu4
兔仔,tu4 zai3
使得,si3 det5
一意孤行,yit5 yi4 gu1 hang2
能見度,len2 gien4 tu4
少不免,sau3 but5 men1
漂白水,piau4 pak6 sui3
宵禁,siau1 gim4
差強人意,ca1 kiong3 ngin2 yi4
為人民,vui4 ngin2 min2
打尖,da3 ziam1
廣為,gong3 vui2
行頭,hong2 tiu2
錯覺,co4 gok5
華文,fa2 vun2
風乾,fung1 gon1
排長龍,pai2 cong2 lung2
休會,hiu1 fui4
河道,ho2 tau4
知識份子,zi4 sit5 fun4 zu3
正規,zin4 gui1
味覺,mui4 gok5
咀嚼,zu3 ziok5
政治正確,zin4 ci4 zin4 kok5
諗法,lem3 fap5
裝甲車,zong1 gap5 ca1
夢想成真,mung4 siong3 sin2 zin1
扭虧為盈,ngiu3 kui1 vui2 yin2
跆拳道,toi2 kien2 tau4
嬰兒車,yin1 yi2 ca1
勞力士,lau2 lit6 su4
平安鐘,pin2 on1 zung1
鋪天蓋地,pu1 tien1 goi4 ti4
齊備,ce2 pi4
栽種,zai1 zung4
核酸,het6 son1
百花齊放,bak5 fa1 ce2 fong4
三思,sam4 su1
討回公道,tau3 fui2 gung1 tau4
背泳,boi4 yun3
齊聲,ce2 sang1
美中不足,mui1 zung1 but5 zuk5
觀望態度,gon1 mong4 tai4 tu4
漂流,piau1 liu2
打趣,da3 ci4
現成,hien4 sin2
靈芝,lin2 zi1
頂頭,din3 tiu2
好意,hau3 yi4
高分,gau1 fun1
自力更生,cu4 lit6 gang1 sang1
闊度,fat5 tu4
擺平,bai3 pin2
詞彙,cu2 vui4
打亂,da3 lon4
將就,ziong1 ciu4
推車,tui1 ca1
相宜,siong1 li2
旁觀者,pong2 gon1 za3
中旬,zung1 sun2
棉被,mien2 pi1
散心,san4 sim1
傾倒,kin1 dau3
當真,dong4 zin1
中華民族,zung1 fa2 min2 cuk6
當家,dong1 ga1
大難不死,tai4 lan4 but5 si3
毛公仔,mau1 gung1 zai3
生命力,sang1 min4 lit6
掃射,sau4 sa4
成本價,sin2 bun3 ga4
絕種,ciet6 zung3
漂浮,piau1 fiu2
直屬,cit6 suk6
附和,fu4 fo4
風褸,fung1 liu1
屏障,pin2 zong4
上進,song4 zin4
遣散費,kien3 san3 fui4
私處,su1 cu3
少數民族,sau3 su4 min2 cuk6
大相逕庭,tai4 siong1 gang4 tin2
致命傷,zi4 min4 song1
墊底,tiap6 dai3
平平無奇,pin2 pin2 vu2 ki2
正印,zin4 yin4
擔大旗,dam1 tai4 ki2
和音,fo4 yim1
好受,hau3 siu4
伴奏,pan4 ziu4
烏魯木齊,vu1 lu1 muk5 ce2
大孖沙,tai4 ma1 sa1
有驚無險,yiu1 gin1 vu2 hiam3
盛名,sang4 min2
鼎盛,din3 sang4
堂食,tong2 sit6
淡市,tam4 si4
強弱,kiong2 ngiok6
嶺南,liang3 lam2
名門,min2 mun2
傳情,con2 cin2
共處,kiung4 cu4
摸不着,mo1 but5 cok6
實至名歸,sit6 zi4 min2 gui1
無所適從,vu2 so3 sit5 cung2
調景嶺,tiau2 gin3 liang1
耕種,gang1 zung4
搖滾樂,yau2 gun3 ngok6
獨處,tuk6 cu4
食指,sit6 zi3
正統,zin4 tung3
着眼,cok6 ngan3
重鎮,cung4 zin3
核准,het6 zun3
失禁,sit5 gim4
刁鑽,diau1 zon4
不亦樂乎,but5 yit6 lok6 fu2
年假,ngien2 ga4
重出江湖,cung2 cut5 gong1 fu2
着緊,cok6 gin3
不曾,but5 cen2
當兵,dong1 bin1
賽車手,soi4 ca1 siu3
志同道合,zi4 tung2 tau4 hap6
打聽,da3 tin4
蟒蛇,mang3 sa2
長安,cong2 on1
苛刻,ko1 ket5
樂手,ngok6 siu3
變更,bien4 gang1
新會,sin1 fui4
發卡,fat5 ka1
傀儡,kui3 lui3
歡度,fon1 tu4
中國籍,zung1 get5 cit6
顧名思義,gu4 min2 su1 ngi4
強者,kiong2 za3
發泡膠,fat5 pau1 gau1
添食,tiam1 sit6
食油,sit6 yiu2
肉食,ngiuk5 sit6
暴瀉,pau4 sia4
攤分,tan1 fun1
栓塞,san1 set5
真話,zin1 va4
食字,sit6 su4
膽量,dam3 liong4
變質,bien4 zit5
之嘛,zu1 ma1
無意中,vu2 yi4 zung1
好去處,hau3 hi4 cu4
耳仔,ngi3 zai3
量刑,liong4 hin2
翻轉,fan1 zon4
樂施會,lok6 si1 fui4
太監,tai4 gam4
大褸,tai4 liu1
煞掣,sat5 zi4
心中有數,sim1 zung1 yiu1 su4
掃興,sau4 hin4
轉車,zon4 ca1
流會,liu2 fui4
所作所為,so3 zok5 so3 vui2
磅重,pong4 cung1
貴重,gui4 cung4
核數,het6 su4
打交道,da3 gau1 tau4
火上加油,fo3 song4 ga1 yiu2
平坦,pin2 tan3
倒楣,dau3 mi2
打起,da3 hi3
以此為,yi1 cu3 vui2
拘禁,ki1 gim4
布魯塞爾,bu4 lu1 soi4 li3
斷層,ton1 cen2
錦上路,gim3 song4 lu4
肢解,zi1 gai3
嗅覺,ciu4 gok5
古惑仔,gu3 fet6 zai3
繞道,ngiau3 tau4
處所,cu4 so3
巴士線,ba1 si3 sien4
殘暴,can2 pau4
誤差,ngu4 ca1
平均值,pin2 giun1 cit6
打爆,da3 bau4
靈異,lin2 yi4
穩重,vun3 cung4
就近,ciu4 kiun4
轉移視線,zon3 yi2 si4 sien4
惡果,ok5 go3
豬仔,zu1 zai3
哪怕,lai4 pa4
觀禮,gon1 li1
感覺上,gam3 gok5 song4
興高采烈,hin4 gau1 cai3 liet6
音量,yim1 liong4
全校,cien2 gau4
中印,zung1 yin4
有平,yiu1 piang2
解鎖,gai3 so3
名著,min2 zu4
失散,sit5 san4
紓解,su1 gai3
當政,dong1 zin4
沉降,cim2 gong4
鬆散,sung1 san3
多少錢,do1 sau3 cien2
當正,dong1 zang4
相當好,siong1 dong1 hau3
無間,vu2 gan4
禁毒,gim4 tuk6
更年期,gang1 ngien2 ki2
鮮果,sien1 go3
得心應手,det5 sim1 yin4 siu3
通波仔,tung1 bo1 zai3
古典音樂,gu3 dien3 yim1 ngok6
易燃,yi4 yen2
成形,sin2 hin2
出車,cut5 ca1
筆名,bit5 miang2
成功爭取,sin2 gung1 zang1 ci3
易主,yit6 zu3
避難所,pi4 lan4 so3
中史,zung1 si3
吃虧,ket5 kui1
墊支,tiap6 zi1
掣肘,zi4 ziu3
郵差,yiu2 cai1
鼻咽癌,pi4 yen1 ngam2
車龍,ca1 lung2
三十一日,sam1 sip6 yit5 ngit5
上等,song4 den3
説明書,sot5 min2 su1
幽靈,yiu1 lin2
一應俱全,yit5 yin4 ki1 cien2
屏風,pin2 fung1
意料中事,yi4 liau4 zung1 su4
歸屬感,gui1 suk6 gam3
重挫,cung1 co4
公仔箱,gung1 zai3 siong1
靈車,lin2 ca1
抗命,kong4 min4
古靈精怪,gu3 lin2 zin1 gai4
車公,ca1 gung1
分割,fun1 got5
斃命,bi4 min4
倒後鏡,dau4 hiu4 giang4
探監,tam4 gam1
荷葉,ho2 yap6
噴射,pun4 sa4
患處,fam4 cu4
超載,cau1 zoi4
全名,cien2 miang2
煲仔飯,bau1 zai3 fan4
行行,hong2 hong2
成本效益,sin2 bun3 hau4 yit5
成家立室,sin2 ga1 lip6 sit5
吃不消,ket5 but5 siau1
皇朝,fong2 cau2
廣傳,gong3 con2
打交,da3 gau1
打消,da3 siau1
正直,zin4 cit6
重手,cung1 siu3
疲於奔命,pi2 yi1 bun1 min4
談何容易,tam2 ho2 yung2 yi4
難堪,lan2 kam1
滑稽,vat6 ki1
載歌載舞,zoi4 go1 zoi4 mu3
總和,zung3 fo2
無名指,vu2 min2 zi3
須要,si1 yau4
量力而為,liong4 lit6 yi2 vui2
尋仇,cim2 siu2
顛倒,dien1 dau3
行為不檢,hang2 vui2 but5 giam3
改觀,goi3 gon1
次要,cu4 yau4
冠心病,gon1 sim1 piang4
好聽,hau3 tang4
頂包,din3 bau1
論調,lun4 tiau4
逃命,tau2 min4
使乜,su3 mak5
打包,da3 bau1
拆散,cak5 san4
大陣仗,tai4 cin4 cong4
雞蛋仔,gai1 tan4 zai3
除名,cu2 min2
聖誕卡,sin4 dan4 kat6
盛宴,sang4 yen4
倒掛,dau4 ga4
改道,goi3 tau4
名正言順,min2 zin4 ngien2 sun4
誣吿,mu2 gau4
充分,cung1 fun4
盛況,sang4 kong3
禱吿,dau3 gau4
大車,tai4 ca1
二讀,ngi4 tuk6
眼中釘,ngan3 zung1 dang1
食道,sit6 tau4
長命,cong2 miang4
禁書,gim4 su1
假天花,ga3 tien1 fa1
射燈,sa4 den1
垃圾車,lap5 sap5 ca1
風車,fung1 ca1
娛樂場,ngu2 lok6 cong2
集齊,sip6 ce2
重擔,cung1 dam4
防不勝防,fong2 but5 sin1 fong2
稀疏,hi1 so1
報應,bau4 yin4
錦上添花,gim3 song4 tiam1 fa1
重讀,cung2 tuk6
耍樂,sa3 lok6
驚呼,gin1 fu1
雜質,cap6 zit5
拜會,bai4 fui4
強壯,kiong2 zong4
打低,da3 dai1
華山,fa4 san1
閉塞,bi4 set5
食量,sit6 liong4
解悶,gai3 mun4
見使,gien4 su3
有朝一日,yiu1 zau1 yit5 ngit5
上流,song4 liu2
爵士樂,ziok5 su4 ngok6
朗屏,long3 pin2
平地,pin2 ti4
使錢,su3 cien2
示好,si4 hau3
着力,cok6 lit6
思覺失調,su1 gok5 sit5 tiau2
胎死腹中,toi1 si3 fuk5 zung1
不經不覺,but5 gin1 but5 gok5
使到,su3 dau4
真命天子,zin1 min4 tien1 zu3
老伴,lau3 pan4
打字,da3 su4
改行,goi3 hong2
時興,si2 hin1
食煙,sit6 yen1
不以為意,but5 yi1 vui2 yi4
一鳴驚人,yit5 min2 gin1 ngin2
打從,da3 cung2
坐定定,co1 tin4 tin4
硬食,ngang4 sit6
奉命,fung4 min4
倚重,yi3 cung4
便士,pien4 si3
打磨,da3 mo2
成風,sin2 fung1
坐大,co4 tai4
想當年,siong3 dong1 ngien2
見家長,gien4 ga1 zong3
分水嶺,fun1 sui3 liang3
蕾絲,lui2 su1
一舉兩得,yit5 gi3 liong1 det5
幾度,gi1 tu4
觀摩,gon1 mo2
食環,sit6 van2
中轉,zung1 zon3
行乞,hang2 ket5
相士,siong4 su4
少爺,sau4 ya2
袖手旁觀,ciu4 siu3 pong2 gon1
撥亂反正,pat5 lon4 fan3 zin4
瞭解,liau3 gai3
少主,sau4 zu3
舟車勞頓,ziu1 gi1 lau2 dun4
溶解,yung2 gai3
興致,hin4 zi4
道謝,tau4 cia4
乾葱,gon1 cung1
敬重,gin4 cung4
搭乘,dap5 sin2
正貨,zin4 fo4
散場,san4 cong2
年華,ngien2 fa2
遣散,kien3 san4
卡士,ka1 si3
便裝,pien4 zong1
參政,cam1 zin4
幾何,gi3 ho2
時光倒流,si2 gong1 dau3 liu2
和理非,fo2 li1 fui1
無時無刻,vu2 si2 vu2 ket5
逆行,ngiak6 hang2
成分,sin2 fun4
中頭獎,zung4 tiu2 ziong3
好事近,hau3 su4 kiun4
難得一見,lan2 det5 yit5 gien4
截斷,ciet6 ton1
矯正,giau3 zin4
從頭,cung2 tiu2
量化,liong4 fa4
上高,song4 gau1
印度洋,yin4 tu4 yong2
省卻,sen3 kiok5
皇上,fong2 song4
打擾,da3 yau3
為難,vui2 lan2
混和,fun3 fo2
牽強,kien1 kiong3
名利,min2 li4
轉台,zon4 toi2
長俸,cong2 fung4
強暴,kiong2 pau4
海底隧道,hoi3 dai3 sui4 tau4
分界線,fun1 gai4 sien4
背影,boi4 yang3
過度活躍,go4 tu4 fat6 yok5
咽喉,yen1 hiu2
惡毒,ok5 tuk6
屏山,pin2 san1
反敗為勝,fan3 pai4 vui2 sin4
桂冠,gui4 gon1
好色,hau4 set5
遇難者,ngi4 lan4 za3
散佈,san4 bu4
三角洲,sam1 gok5 ziu1
公分,gung1 fun1
正反,zin4 fan3
揚名,yong2 min2
三軍,sam1 giun1
對簿公堂,dui4 pu4 gung1 tong2
上風,song4 fung1
相親,siong1 cin1
對質,dui4 zit5
落難,lok6 lan4
命脈,min4 mak5
失傳,sit5 con2
安樂窩,on1 lok6 vo1
似曾相識,su4 cen2 siong1 sit5
孫仔,sun1 zai3
打得火熱,da3 det5 fo3 ngiet6
大調,tai4 tiau4
語調,ngi1 tiau4
費解,fui4 gai3
斷送,ton4 sung4
假釋,ga3 sit5
凶多吉少,hiung1 do1 git5 sau3
打鼓嶺,da3 gu3 liang1
少將,sau4 ziong4
調情,tiau2 cin2
不足為奇,but5 zuk5 vui2 ki2
陶醉,tau2 zui4
鮮美,sien1 mui1
上期,song4 ki2
相逢,siong1 fung2
仇人,siu2 ngin2
平板,pin2 ban3
錯配,co4 pui4
封咪,fung1 mai4
新鮮出爐,sin1 sien1 cut5 lu2
少之又少,sau3 zu1 yiu4 sau3
為乜,vui4 mak5
密斗貨車,mit6 diu3 fo4 ca1
眾説紛紜,zung4 sot5 fun1 yun2
押解,ap5 gai4
凝聚力,ngien2 ci4 lit6
惡習,ok5 sip6
轉校,zon4 gau4
坐波監,co1 bo1 gam1
消散,siau1 san4
長靴,cong2 hio1
小強,siau3 kiong2
吃驚,ket5 gin1
午餐會,ng3 con1 fui4
中成藥,zung1 sin2 yok6
轉角,zon4 gok5
差佬,cai1 lau3
錯愕,co4 ngok6
富士山,fu4 su4 san1
咪錶,mai4 biau1
淡然,tam4 yen2
繁重,fan2 cung4
尤為,yiu2 vui2
抱不平,pau1 but5 pin2
顯而易見,hien3 yi2 yi4 gien4
相思,siong1 su1
三角戀,sam1 gok5 lien4
被吿人,pi4 gau4 ngin2
應驗,yin4 ngiam4
中傷,zung4 song1
説笑,sot5 siau4
疑難,ngi2 lan2
亡命,mong2 min4
重擊,cung2 git5
度假屋,tu4 ga4 vuk5
出處,cut5 cu4
阻差辦公,zo3 cai1 pan4 gung1
三通,sam1 tung1
坐姿,co4 zu1
傳輸,con2 su1
好意頭,hau3 yi4 tiu2
強忍,kiong3 ngiun1
好啦,hau3 la1
味噌,mui4 zen1
應有盡有,yin1 yiu1 cin4 yiu1
昇華,sin1 fa2
習以為常,sip6 yi1 vui2 song2
一夜之間,yit5 ya3 zu1 gan1
樂此不疲,lok6 cu3 but5 pi2
抓着,zau3 cok6
自以為是,cu4 yi1 vui2 si4
運毒,yun4 tuk6
當堂,dong1 tong2
解密,gai3 mit6
上乘,song4 sin4
此時此刻,cu3 si2 cu3 ket5
難聽,lan2 tang4
怨聲載道,yen4 sang1 zoi4 tau4
天平,tien1 pin2
得來不易,det5 loi2 but5 yi4
佔上風,zam4 song4 fung1
獨當一面,tuk6 dong1 yit5 mien4
人蛇,ngin2 sa2
不經意,but5 gin1 yi4
大致上,tai4 zi4 song4
旅遊巴士,li3 yiu2 ba1 si3
使然,si3 yen2
上文,song4 vun2
傳道,con2 tau4
要害,yau4 hoi4
修行,siu1 hang2
火種,fo3 zung3
強求,kiong3 kiu2
排便,pai2 pien4
着眼於,cok6 ngan3 yi1
車厘茄,ca1 li2 kio2
幾多人,gi3 do1 ngin2
中分,zung1 fun1
被選為,pi4 sien3 vui2
敲打,kau1 da3
保重,bau3 cung4
引以為傲,yin3 yi1 vui2 ngau4
排山倒海,pai2 san1 dau3 hoi3
會話,fui4 va4
骨質,gut5 zit5
乘勝追擊,sin2 sin4 zui1 git5
不要緊,but5 yau4 gin3
讀音,tuk6 yim1
觀止,gon1 zi3
日更,ngit5 gang1
卡車,ka1 ca1
發惡,fat5 ok5
射出,sa4 cut5
另行,lang4 hang2
暴龍,pau4 lung2
參半,cam1 ban4
麻將,ma2 ziong4
失驚無神,sit5 giang1 vu2 sin2
和談,fo2 tam2
吊臂車,diau4 bi4 ca1
分家,fun1 ga1
一會兒,yit5 fui4 yi2
重兵,cung1 bin1
分貝,fun1 bui4
暴民,pau4 min2
三項鐵人,sam1 hong4 tiet5 ngin2
致使,zi4 si3
難頂,lan2 din3
心諗,sim1 lem3
食評,sit6 pin2
打對台,da3 dui4 toi2
甚囂塵上,sim3 hiau1 cin4 song4
三胞胎,sam1 bau1 toi1
重蹈覆轍,cung2 tau4 fuk5 ciet5
封頂,fung1 dang3
監房,gam1 fong2
行刑,hang2 hin2
斷估,don4 gu3
幾點,gi3 diam3
相等,siong1 den3
從天而降,cung2 tien1 yi2 gong4
傳銷,con2 siau1
隆重其事,lung2 cung4 ki2 su4
旁觀,pong2 gon1
下下,ha4 ha4
順風車,sun4 fung1 ca1
瞭如指掌,liau2 yi2 zi3 zong3
壯士,zong4 su4
收監,siu1 gam1
交惡,gau1 vu4
輕率,kiang1 sut5
度數,tu4 su4
禍不單行,fo4 but5 dan1 hang2
鄭重,cang4 cung4
內分泌,lui4 fun1 bi4
轉述,zon3 sut6
奇觀,ki2 gon1
轉折,zon3 ziet5
背誦,poi4 sung4
誦經,sung4 gin1
側重,zet5 cung4
本末倒置,bun3 mat6 dau3 zi4
坐館,co1 gon3
掌上壓,zong3 song4 ap5
作畫,zok5 fa4
中西合璧,zung1 si1 hap6 biak5
坐艇,co1 tiang3
分判,fun1 pan4
無上,vu2 song4
求勝,kiu2 sin4
平分,pin2 fun1
冠名,gon4 min2
聲名大噪,sang1 min2 tai4 cau4
相安無事,siong1 on1 vu2 su4
樂曲,ngok6 kiuk5
潮流興,cau2 liu2 hin1
人間蒸發,ngin2 gan1 zin1 fat5
相簿,siong4 pu1
惡補,ok5 bu3
刁難,diau1 lan2
交錯,gau1 co4
和暖,fo2 lon1
洗腎,se3 sin4
縫合,fung2 hap6
好認,hau3 ngin4
扮相,pan4 siong4
穿梭巴士,con1 so1 ba1 si3
逃難,tau2 lan4
乾身,gon1 sin1
毒殺,tuk6 sat5
幾步,gi3 pu4
疏遠,so1 yen3
視聽,si4 tin4
慰藉,vui3 cit6
當家作主,dong1 ga1 zok5 zu3
監護人,gam1 fu4 ngin2
差天共地,ca1 tien1 kiung4 ti4
解脱,gai3 tot5
經期,gin1 ki2
瑰麗,gui4 li4
行運,hang2 yun4
無中生有,vu2 zung1 sang1 yiu1
筆記簿,bit5 gi4 pu1
輕描淡寫,kiang1 miau2 tam4 sia3
益處,yit5 cu4
長情,cong2 cin2
比分,bi3 fun1
薰陶,hiun1 tau2
中文字,zung1 vun2 su4
重施故技,cung2 si1 gu4 ki3
貓頭鷹,miau4 tiu2 yin1
聽障,tin4 zong4
毒男,tuk6 lam2
各種各樣,gok5 zung3 gok5 yong4
名流,min2 liu2
難能可貴,lan2 len2 ko3 gui4
便於,pien4 yi1
窮追猛打,kiung2 zui1 mang1 da3
平易近人,pin2 yi4 kiun4 ngin2
腹大便便,fuk5 tai4 pien4 pien4
要素,yau4 su4
壞處,fai4 cu4
公聽會,gung1 tin4 fui4
吿白,gau4 pak6
食雞,sit6 gai1
囊中物,long2 zung1 vut6
大食,tai4 sit6
斷然,ton4 yen2
金華火腿,gim1 fa2 fo3 tui3
長工,cong2 gung1
問好,mun4 hau3
名銜,min2 ham2
抽調,ciu1 tiau4
強橫,kiong2 vang2
盛夏,sang4 ha4
勾當,giu1 dong4
轉化,zon3 fa4
判斷力,pan4 ton4 lit6
社會學,sa1 fui4 hok6
字畫,su4 fa4
大少,tai4 sau4
悠長,yiu2 cong2
自食其力,cu4 sit6 ki2 lit6
引人入勝,yin3 ngin2 ngip6 sin4
兩下,liong1 ha4
黯淡,am4 tam4
無能為力,vu2 len2 vui2 lit6
偏重,pien1 cung4
水靈,sui3 lin2
成品,sin2 pin3
刀仔,dau1 zai3
水炮車,sui3 pau4 ca1
嘉年華會,ga1 ngien2 fa2 fui4
過分,go4 fun4
打響頭炮,da3 hiong3 tiu2 pau4
隨和,cui2 fo2
斷絕,ton1 ciet6
王道,vong2 tau4
行埋,hang2 mai2
雀仔,ziok5 zai3
解救,gai3 giu4
必經,bit5 gin1
三高,sam1 gau1
實名,sit6 min2
蛇頭,sa2 tiu2
長傳,cong2 con2
草率,cau3 sut5
趕時間,gon3 si2 gan4
調製,tiau2 ze4
打高爾夫,da3 gau1 li3 fu1
分曉,fun1 hiau3
不歡而散,but5 fon1 yi2 san4
經文,gin1 vun2
太平清醮,tai4 pin2 cin1 ziau4
財相,coi2 siong4
例會,li4 fui4
別處,piet6 cu4
富強,fu4 kiong2
白武士,pak6 vu1 su4
文藝復興,vun2 ngi4 fuk6 hin1
喪事,song1 su4
幾錢,gi3 cien2
調子,tiau4 zu3
點都好,diam3 du1 hau3
縫製,fung2 ze4
何去何從,ho2 hi4 ho2 cung2
燕子,yen4 zu3
會議展覽,fui4 ngi4 zien3 lam4
難抵,lan2 dai3
戇居,ngong4 gi1
直説,cit6 sot5
斷斷續續,ton1 ton1 siuk6 siuk6
製毒,ze4 tuk6
禁足,gim4 zuk5
長處,cong2 cu4
改正,goi3 zin4
凝重,ngien2 cung4
漂白,piau4 pak6
行天橋,hang2 tien1 kiau2
電掣,tien4 zi4
惺惺相惜,sen1 sen1 siong1 sit5
難產,lan2 san3
煮食爐,zu3 sit6 lu2
驚天,gin1 tien1
斷交,ton1 gau1
三峽,sam1 hiap6
相貌,siong4 mau4
長成,zong3 sin2
正牌,zin4 pai2
經年,gin1 ngien2
坐廁,co4 ci4
中中,zung1 zung1
接駁巴士,ziap5 bok5 ba1 su4
着落,cok6 lok6
不省人事,but5 sin3 ngin2 su4
毒害,tuk6 hoi4
齊人,ce2 ngin2
柯打,ko1 da3
少東,sau4 dung1
瑞士法郎,sui4 su4 fap5 long2
長篇,cong2 pien1
意興闌珊,yi4 hin4 lan2 san1
覺悟,gok5 ngu4
同鄉會,tung2 hiong1 fui4
好似係,hau3 su4 he4
假牙,ga3 nga2
不人道,but5 ngin2 tau4
無差別,vu2 ca1 piet6
相通,siong1 tung1
乾旱,gon1 hon1
打圈,da3 kien1
平心而論,pin2 sim1 yi2 lun4
電話卡,tien4 va4 kat6
間斷,gan4 ton4
興致勃勃,hin4 zi4 put6 put6
重慶大廈,cung2 kin4 tai4 ha4
校花,gau4 fa1
面相,mien4 siong4
財仔,coi2 zai3
老爺車,lau3 ya2 ca1
邊間,bien1 gan1
校務,gau4 vu4
諗緊,lem3 gin3
混為一談,fun3 vui2 yit5 tam2
正要,zin4 yau4
綠卡,luk6 kat6
黑道,het5 tau4
成晚,sang2 man1
情不自禁,cin2 but5 cu4 gim4
打殘,da3 can2
大小便,tai4 siau3 pien4
名列前茅,min2 liet6 cien2 mau2
轉達,zon3 tat6
背棄,boi4 hi4
粗疏,cu1 so1
為伍,vui2 ng3
背書,poi4 su1
輕重,kiang1 cung1
人道毀滅,ngin2 tau4 fui3 met6
道士,tau4 si3
當務之急,dong1 vu4 zu1 gip5
曲終人散,kiuk5 zung1 ngin2 san4
樂得,lok6 det5
消磨,siau1 mo2
運轉,yun4 zon4
從影,cung2 yang3
回鄉卡,fui2 hiong1 kat6
站長,zam4 zong3
中庭,zung1 tin2
對調,dui4 tiau4
磨損,mo2 sun3
車震,ca1 zin3
温差,vun1 ca1
白車,pak6 ca1
分身,fun1 sin1
客車,hak5 ca1
狹路相逢,kiap6 lu4 siong1 fung2
慎重,sin3 cung4
思量,su1 liong4
分薄,fun1 pok6
乾貨,gon1 fo4
客仔,hak5 zai3
畫筆,fa4 bit5
避重就輕,pi4 cung1 ciu4 kiang1
聞説,vun2 sot5
打探,da3 tam4
讀書人,tuk6 su1 ngin2
平民化,pin2 min2 fa4
認命,ngin4 miang4
臨危受命,lim2 ngui2 siu4 min4
不良於行,but5 liong2 yi1 hang2
保鮮,bau3 sien1
調皮,tiau2 pi2
量產,liong4 san3
射精,sa4 zin1
上策,song4 cak5
稀少,hi1 sau3
平滑,pin2 vat6
擺明車馬,bai3 min2 gi1 ma1
一落千丈,yit5 lok6 cien1 cong4
平房,pin2 fong2
掃毒,sau4 tuk6
打翻,da3 fan1
爬行,pa2 hang2
成婚,sin2 fun1
長倉,cong2 cong1
分道揚鑣,fun1 tau4 yong2 biau1
凹凸不平,ngiap5 tut6 but5 pin2
拗柴,au3 cai2
觀景台,gon1 gin3 toi2
信以為真,sin4 yi1 vui2 zin1
回心轉意,fui2 sim1 zon3 yi4
夜更,ya3 gang1
和唱,fo4 cong4
暴利,pau4 li4
降雨量,gong4 yi3 liong4
劇毒,kiak6 tuk6
年三十晚,ngien2 sam1 sip6 man1
朗讀,long3 tuk6
針鋒相對,zim1 fung1 siong1 dui4
算命,son4 miang4
打轉,da3 zon3
平行,pin2 hang2
沙塵暴,sa1 cin4 pau4
車齡,ca1 lin2
解款車,gai4 kan3 ca1
陰乾,yim1 gon1
換轉,von4 zon4
奔喪,bun1 song1
反差,fan3 ca1
學分,hok6 fun1
北行,bet5 hang2
莊重,zong1 cung4
據為己有,gi3 vui2 gi3 yiu1
車臣,ca1 sin2
三八,sam1 bat5
禪師,sam2 su1
純正,sun2 zin4
經痛,gin1 tung4
限度,han4 tu4
有運行,yiu1 yun4 hang2
兩敗俱傷,liong1 pai4 ki1 song1
日食,ngit5 sit6
浸信會,zim4 sin4 fui4
散水,san4 sui3
差館,cai1 gon3
古董車,gu3 dung3 ca1
正月,zang1 ngiet6
便溺,pien4 lit6
差池,ca1 ci2
情調,cin2 tiau4
重力,cung1 lit6
百家樂,bak5 ga1 lok6
背向,boi4 hiong4
分毫,fun1 hau2
衣食住行,yi1 sit6 cu4 hang2
食宿,sit6 siuk5
藝名,ngi4 miang2
再會,zai4 fui4
另眼相看,lang4 ngan3 siong1 kon4
打正旗號,da3 zang4 ki2 hau4
家常便飯,ga1 song2 pien4 fan4
通勝,tung1 sin4
朝氣,zau1 hi4
仗義,zong4 ngi4
轉眼間,zon3 ngan3 gan1
暴君,pau4 giun1
經手,gin1 siu3
乾坤,kien2 kun1
最低限度,zui4 dai1 han4 tu4
好學,hau4 hok6
泣不成聲,kip5 but5 sin2 sang1
修好,siu1 hau3
分泌物,fun1 bi4 vut6
縫針,fung2 zim1
恰好,kap5 hau3
温度計,vun1 tu4 ge4
稔熟,lem3 suk6
庭外和解,tin2 ngoi4 fo2 gai3
打賭,da3 du3
分屍,fun1 si1
靈敏,lin2 men3
百上加斤,bak5 song4 ga1 gin1
更替,gang1 tai4
好市,hau3 si4
打定輸數,da3 tin4 su1 su4
風行,fung1 hang2
你呢,li3 le1
囚車,ciu2 ca1
掃平,sau4 pin2
倡導,cong1 tau3
愛惜,oi4 sit5
私校,su1 gau4
倒後,dau4 hiu4
供給,giung1 gip5
被子,pi1 zu3
荷官,ho2 gon1
酒量,ziu3 liong4
校工,gau4 gung1
會館,fui4 gon3
中樂,zung1 ngok6
大功吿成,tai4 gung1 gau4 sin2
節衣縮食,ziet5 yi1 suk5 sit6
到頂,dau4 dang3
乜人,mak5 ngin2
相撲,siong1 pok5
經銷,gin1 siau1
謠傳,yau2 con2
倒吊,dau4 diau4
要訣,yau4 giet5
禁播,gim4 bo4
公車,gung1 ca1
售票處,cu2 piau4 cu4
成藥,sin2 yok6
鴨仔,ap5 zai3
斷章取義,ton4 zong1 ci3 ngi4
