char,pron
重病,cung1 beng6
世間,säi1 gæng1
上當,söng1 dong1
通行證,tung1 häng4 zäng1
同場加映,tung4 cöng4 ga1 yäng2
沒完沒了,muk6 yüng4 muk6 liu1
津津樂道,zäng1 zäng1 lok6 däu6
好笑,häu2 siu1
天馬行空,ting1 ma1 häng4 hung1
繁華,fæng4 wa4
流行曲,läu4 häng4 kuk2
死過翻生,si2 gwo1 fæng1 sæng1
蛇王,se4 wong4
和應,wo6 yäng1
怡和,yi4 wo4
煞食,sæk2 säk6
滑行,wæk6 häng4
吿誡,gäu1 gai1
上訴人,söng6 su1 yäng4
成行,säng4 häng4
着陸,zök6 luk6
青海,cäng1 fui2
重振,cung4 zäng1
莎士比亞,sa1 si6 bi2 a1
和好,wo4 häu2
誘使,yäu1 si2
錯漏,co1 läu6
味蕾,mi6 löi4
打掃,da2 säu1
轉任,züng1 yäm6
塞浦路斯,cöi1 pu2 lu6 si1
雕刻,diu1 häk2
打撈,da2 läu4
毒癮,duk6 yäng1
跟從,gäng1 cung4
素質,su1 zäk2
苦難,fu2 næng6
無可否認,mu4 ho2 fäu2 yäng6
隨處,cöi4 cü1
兔仔,tu1 zäi2
使得,si2 däk2
一意孤行,yäk2 yi1 gwu1 häng4
能見度,näng4 ging1 du6
少不免,siu2 bäk2 ming1
差強人意,ca1 köng1 yäng4 yi1
局數,guk6 su1
為人民,wäi6 yäng4 mäng4
青口,ceng1 häu2
打尖,da2 zim1
廣為,gwong2 wäi4
行頭,hong4 täu4
成千上萬,säng4 cing1 söng1 mæng6
錯覺,co1 gok2
華文,wa4 mäng4
風乾,fung1 gung1
設下,cik2 ha6
排長龍,pai4 cöng4 lung4
講數,gong2 su1
休會,yäu1 wui6
河道,ho4 däu6
知識份子,zi1 säk2 fäng6 zi2
點數,dim2 su1
卡通片,ka1 tung1 ping2
味覺,mi6 gok2
咀嚼,zöi2 zök2
諗法,näm2 fæk2
裝甲車,zong1 gap2 ce1
夢想成真,mung6 söng2 säng4 zäng1
生父,säng1 fu6
扭虧為盈,näu2 kwäi1 wäi4 yäng4
走數,zäu2 su1
跆拳道,töi4 küng4 däu6
空手道,hung1 säu2 däu6
嬰兒車,yäng1 yi4 ce1
勞力士,läu4 läk6 si6
平安鐘,päng4 wung1 zung1
齊備,cäi4 bi6
栽種,zöi1 zung1
核酸,häk6 süng1
百花齊放,bæk2 fa1 cäi4 fong1
討回公道,täu2 wui4 gung1 däu6
背泳,bui1 wäng6
齊聲,cäi4 säng1
衞生巾,wäi6 säng1 gäng1
觀望態度,gwung1 mong6 tai1 du6
打趣,da2 cü1
現成,ying6 säng4
頂頭,däng2 täu4
救生衣,gäu1 säng1 yi1
好意,häu2 yi1
微生物,mi4 säng1 mäk6
上萬,söng1 mæng6
高分,gäu1 fäng1
自力更生,zi6 läk6 gäng1 säng1
闊度,fuk2 du6
擺平,bai2 päng4
詞彙,ci4 wui6
打亂,da2 lüng6
下落不明,ha6 lok6 bäk2 mäng4
蒙上,mung4 söng1
推車,töi1 ce1
功不可沒,gung1 bäk2 ho2 muk6
棉被,ming4 pi1
散心,sæng1 säm1
傾倒,käng1 däu2
中華民族,zung1 wa4 mäng4 zuk6
大難不死,dai6 næng6 bäk2 si2
彈開,dæng6 fui1
毛公仔,mäu4 gung1 zäi2
生命力,säng1 mäng6 läk6
掃射,säu1 se6
成本價,säng4 bung2 ga1
絕種,zük6 zung2
直屬,zäk6 suk6
附和,fu6 wo6
屏障,päng4 zöng1
上進,söng6 zäng1
遣散費,hing2 sæng2 fäi1
私處,si1 cü1
少數民族,siu2 su1 mäng4 zuk6
造紙,zäu6 zi2
今生,gäm1 säng1
墊底,zing1 däi2
平平無奇,päng4 päng4 mu4 ki4
和音,wo6 yäm1
好受,häu2 säu6
名片,mäng4 ping2
伴奏,bung6 zäu1
烏魯木齊,wu1 lu1 muk6 cäi4
大孖沙,dai6 ma1 sa1
盛名,säng6 mäng4
鼎盛,däng2 säng6
堂食,tong4 säk6
淡市,dam6 si1
強弱,köng4 yök6
嶺南,läng1 nam4
傳情,cüng4 cäng4
補上,bu2 söng1
共處,gung6 cü1
摸不着,mo2 bäk2 zök6
耕耘,gæng1 wäng4
無所適從,mu4 so2 säk2 cung4
調景嶺,tiu4 gäng2 leng1
耕種,gæng1 zung1
搖滾樂,yiu4 gwäng2 ngok6
獨處,duk6 cü1
好動,häu1 dung6
食指,säk6 zi2
無處不在,mu4 cü1 bäk2 zöi6
着眼,zök6 ngæng1
重鎮,zung6 zäng1
核准,häk6 zäng2
本領,bung2 läng1
惡性,ok2 säng1
不亦樂乎,bäk2 yäk6 lok6 fu4
年假,ning4 ga1
重出江湖,cung4 cäk2 gong1 wu4
性生活,säng1 säng1 wuk6
着緊,zök6 gäng2
不曾,bäk2 cäng4
賽車手,cöi1 ce1 säu2
高下,gäu1 ha6
志同道合,zi1 tung4 däu6 häp6
打聽,da2 täng1
蟒蛇,mong1 se4
長安,cöng4 wung1
苛刻,ho1 häk2
樂手,ngok6 säu2
變更,bing1 gäng1
新會,säng1 wui6
發卡,fæk2 ka1
卸下,se1 ha6
傀儡,fai1 löi1
歡度,fung1 du6
強者,köng4 ze2
發泡膠,fæk2 päu1 gau1
添食,tim1 säk6
食油,säk6 yäu4
空中巴士,hung1 zung1 ba1 si2
肉食,yuk6 säk6
上電,söng1 ding6
暴瀉,bäu6 se1
攤分,tæng1 fäng1
栓塞,sæng1 säk2
生動,säng1 dung6
食字,säk6 zi6
膽量,dam2 löng6
變質,bing1 zäk2
之嘛,zi1 ma1
特使,däk6 si1
好去處,häu2 hü1 cü1
耳仔,yi1 zäi2
量刑,löng6 yäng4
翻轉,fæng1 züng1
樂施會,lok6 si1 wui6
煞掣,sæk2 zäi1
心中有數,säm1 zung1 yäu1 su1
雙重標準,söng1 cung4 biu1 zäng2
動作片,dung6 zok2 ping2
轉車,züng1 ce1
流會,läu4 wui6
所作所為,so2 zok2 so2 wäi4
磅重,bong6 cung1
分野,fäng1 ye1
貴重,gwäi1 zung6
核數,häk6 su1
打交道,da2 gau1 däu6
火上加油,fo2 söng6 ga1 yäu4
平坦,päng4 tæng2
倒楣,däu2 mi4
打起,da2 hi2
以此為,yi1 ci2 wäi4
布魯塞爾,bu1 lu1 cöi1 yi1
斷層,tüng1 cäng4
錦上路,gäm2 söng6 lu6
行星,hæng4 säng1
肢解,zi1 gai2
嗅覺,cäu1 gok2
古惑仔,gwu2 wæk6 zäi2
下馬,ha6 ma1
繞道,yiu2 däu6
亂咁,lüng6 gäm1
朝野,ciu4 ye1
生果刀,sæng1 gwo2 däu1
處所,cü1 so2
巴士線,ba1 si2 sing1
殘暴,cæng4 bäu6
誤差,ng6 ca1
平均值,päng4 gwäng1 zäk6
爭崩頭,zæng1 bäng1 täu4
打爆,da2 bau1
每下愈況,mui1 ha6 yü6 fong1
穩重,wäng2 zung6
下風,ha6 fung1
就近,zäu6 gäng6
轉移視線,züng2 yi4 si6 sing1
惡果,ok2 gwo2
豬仔,zü1 zäi2
言下之意,ying4 ha6 zi1 yi1
哪怕,na1 pa1
爭光,zäng1 gwong1
感覺上,gäm2 gok2 söng6
音量,yäm1 löng6
全校,cüng4 hau6
有平,yäu1 peng4
解鎖,gai2 so2
失散,säk2 sæng1
紓解,sü1 gai2
刀片,däu1 ping2
沉降,cäm4 gong1
鬆散,sung1 sæng2
多少錢,do1 siu2 cing4
相當好,söng1 dong1 häu2
無間,mu4 gæng1
出生地,cäk2 säng1 di6
禁毒,gäm1 duk6
更年期,gäng1 ning4 ki4
通波仔,tung1 bo1 zäi2
古典音樂,gwu2 ding2 yäm1 ngok6
易燃,yi6 ying4
成形,säng4 yäng4
出車,cäk2 ce1
爭辯,zäng1 bing6
成功爭取,säng4 gung1 zäng1 cü2
易主,yäk6 zü2
避難所,bi6 næng6 so2
吃虧,hek2 kwäi1
墊支,zing1 zi1
掣肘,zäi1 zau2
釘牌,däng1 pai4
郵差,yäu4 cai1
險象環生,him2 zöng6 wæng4 säng1
下嫁,ha6 ga1
鼻咽癌,bi6 ying1 ngam4
車龍,ce1 lung4
上等,söng6 däng2
説明書,sük2 mäng4 sü1
屏風,päng4 fung1
歸屬感,gwäi1 suk6 gäm2
恐怖片,hung2 bu1 ping2
重挫,cung1 co1
道教,däu6 gäu1
公仔箱,gung1 zäi2 söng1
餘生,yü4 säng1
靈車,läng4 ce1
青馬大橋,cäng1 ma1 dai6 kiu4
車公,ce1 gung1
分割,fäng1 gwuk2
倒後鏡,däu1 häu6 geng1
荷葉,ho4 yip6
噴射,päng1 se6
患處,wæng6 cü1
超載,ciu1 zöi1
煲仔飯,bäu1 zäi2 fæng6
行行,hong4 hong4
經常性,gäng1 söng4 säng1
成本效益,säng4 bung2 hau6 yäk2
成家立室,säng4 ga1 läp6 säk2
吃不消,hek2 bäk2 siu1
皇朝,wong4 ciu4
廣傳,gwong2 cüng4
打交,da2 gau1
打消,da2 siu1
重手,cung1 säu2
談何容易,tam4 ho4 yung4 yi6
難堪,næng4 häm1
生辰,säng1 säng4
滑稽,wæk6 käi1
載歌載舞,zöi1 go1 zöi1 mu1
總和,zung2 wo4
須要,sü1 yiu1
量力而為,löng6 läk6 yi4 wäi4
尋仇,cäm4 säu4
顛倒,ding1 däu2
行為不檢,häng4 wäi4 bäk2 gim2
次要,ci1 yiu1
好聽,häu2 täng1
認領,yäng6 leng1
頂包,däng2 bau1
論調,läng6 diu6
使乜,säi2 mäk2
打包,da2 bau1
拆散,cæk2 sæng1
大陣仗,dai6 zäng6 zöng6
大專生,dai6 züng1 säng1
雞蛋仔,gäi1 dæng6 zäi2
沒落,muk6 lok6
在所難免,zöi6 so2 næng4 ming1
聖誕卡,säng1 dæng1 kæk2
盛宴,säng6 ying1
不爭,bäk2 zäng1
從來沒,cung4 löi4 muk6
鬼片,gwäi2 ping2
對症下藥,döi1 zäng1 ha6 yök6
倒掛,däu1 gwa1
斬釘截鐵,zam2 däng1 zik6 tik2
改道,gwui2 däu6
誣吿,mu4 gäu1
充分,cung1 fäng6
盛況,säng6 fong1
禱吿,täu2 gäu1
大車,dai6 ce1
二讀,yi6 duk6
爭端,zäng1 düng1
眼中釘,ngæng1 zung1 däng1
食道,säk6 däu6
長命,cöng4 mäng6
假天花,ga2 ting1 fa1
射燈,se6 däng1
垃圾車,lap6 sap2 ce1
心理醫生,säm1 li1 yi1 säng1
風車,fung1 ce1
娛樂場,yü4 lok6 cöng4
集齊,zap6 cäi4
重擔,cung1 dam1
十二生肖,säp6 yi6 säng1 ciu1
塗抹,tu4 muk2
錦上添花,gäm2 söng6 tim1 fa1
重讀,cung4 duk6
寄生蟲,gi1 säng1 cung4
耍樂,sa2 lok6
雜質,zap6 zäk2
起死回生,hi2 si2 wui4 säng1
拜會,bai1 wui6
下肢,ha6 zi1
強壯,köng4 zong1
打低,da2 däi1
華山,wa6 sæng1
閉塞,bäi1 säk2
食量,säk6 löng6
解悶,gai2 mung6
見使,ging1 säi2
有朝一日,yäu1 ziu1 yäk2 yäk6
上流,söng6 läu4
爵士樂,zök2 si6 ngok6
朗屏,long1 päng4
平地,päng4 di6
使錢,säi2 cing4
首領,säu2 läng1
示好,si6 häu2
着力,zök6 läk6
思覺失調,si1 gok2 säk2 tiu4
壓倒性,æk2 däu2 säng1
不經不覺,bäk2 gäng1 bäk2 gok2
使到,säi2 däu1
老伴,läu1 bung6
打字,da2 zi6
改行,gwui2 hong4
食煙,säk6 ying1
不以為意,bäk2 yi1 wäi4 yi1
天文數字,ting1 mäng4 su1 zi6
打從,da2 cung4
坐定定,co1 däng6 däng6
硬食,ngæng6 säk6
獻上,hing1 söng1
倚重,yi2 zung6
便士,bing6 si2
打磨,da2 mo4
成風,säng4 fung1
坐大,zo6 dai6
三輪車,sam1 läng4 ce1
地下情,di6 ha6 cäng4
見家長,ging1 ga1 zöng2
分水嶺,fäng1 söi2 läng1
蕾絲,löi4 si1
一舉兩得,yäk2 gü2 löng1 däk2
幾度,gi1 du6
爛片,læng6 ping2
食環,säk6 wæng4
中轉,zung1 züng2
行乞,häng4 häk2
相士,söng1 si6
少爺,siu1 ye4
瞭解,liu1 gai2
少主,siu1 zü2
舟車勞頓,zäu1 gü1 läu4 däng6
溶解,yung4 gai2
統領,tung2 läng1
道謝,däu6 ze6
乾葱,gung1 cung1
敬重,gäng1 zung6
青春期,cäng1 cäng1 ki4
搭乘,dap2 säng4
散場,sæng1 cöng4
年華,ning4 wa4
上鎖,söng1 so2
遣散,hing2 sæng1
卡士,ka1 si2
便裝,bing6 zong1
參政,cam1 zäng1
幾何,gi2 ho4
時光倒流,si4 gwong1 däu2 läu4
和理非,wo4 li1 fi1
學生報,hok6 sæng1 bäu1
無時無刻,mu4 si4 mu4 häk2
逆行,yäk6 häng4
領悟,läng1 ng6
成分,säng4 fäng6
好事近,häu2 si6 gäng6
難得一見,næng4 däk2 yäk2 ging1
負數,fu6 su1
下放,ha6 fong1
截斷,zik6 tüng1
重口味,cung1 häu2 mi6
從頭,cung4 täu4
量化,löng6 fa1
上高,söng6 gäu1
印度洋,yäng1 du6 yöng4
省卻,sæng2 kök2
皇上,wong4 söng6
打擾,da2 yiu2
頂硬上,däng2 ngæng6 söng1
為難,wäi4 næng4
混和,wäng6 wo4
牽強,hing1 köng1
青椒,ceng1 ziu1
轉台,züng1 töi4
上色,söng1 säk2
長俸,cöng4 fung6
強暴,köng4 bäu6
海底隧道,fui2 däi2 söi6 däu6
深造,säm1 cäu1
分界線,fäng1 gai1 sing1
造謠,zäu6 yiu4
背影,bui1 yäng2
過度活躍,gwo1 du6 wuk6 yök2
咽喉,ying1 häu4
生力軍,säng1 läk6 gwäng1
惡毒,ok2 duk6
屏山,päng4 sæng1
反敗為勝,fæng2 bai6 wäi4 säng1
好色,häu1 säk2
遇難者,yü6 næng6 ze2
行開,hæng4 fui1
散佈,sæng1 bu1
公分,gung1 fäng1
對簿公堂,döi1 bu6 gung1 tong4
上風,söng6 fung1
對質,döi1 zäk2
落難,lok6 næng6
失傳,säk2 cüng4
安樂窩,wung1 lok6 wo1
似曾相識,ci1 cäng4 söng1 säk2
孫仔,süng1 zäi2
打得火熱,da2 däk2 fo2 ngik6
大調,dai6 diu6
語調,yü1 diu6
費解,fäi1 gai2
上心,söng1 säm1
斷送,düng6 sung1
假釋,ga2 säk2
購下,gäu1 ha6
凶多吉少,hung1 do1 gäk2 siu2
生兒育女,sæng1 yi4 yuk6 nü1
打鼓嶺,da2 gwu2 leng1
少將,siu1 zöng1
調情,tiu4 cäng4
不足為奇,bäk2 zuk2 wäi4 ki4
下流,ha6 läu4
陶醉,täu4 zöi1
刺痛,ci1 tung1
上期,söng6 ki4
綱領,gong1 läng1
仇人,säu4 yäng4
平板,päng4 bæng2
錯配,co1 pui1
封咪,fung1 mäi1
少之又少,siu2 zi1 yäu6 siu2
為乜,wäi6 mäk2
密斗貨車,mäk6 däu2 fo1 ce1
生態環境,säng1 tai1 wæng4 gäng2
眾説紛紜,zung1 sük2 fäng1 wäng4
押解,æk2 gai1
一怒之下,yäk2 nu6 zi1 ha6
細説,säi1 sük2
私生子,si1 säng1 zi2
凝聚力,yäng4 zü6 läk6
惡習,ok2 zap6
轉校,züng1 hau6
坐波監,co1 bo1 gam1
維生素,wäi4 säng1 su1
消散,siu1 sæng1
寥寥可數,liu4 liu4 ho2 su2
生母,sæng1 mu1
眾生,zung1 säng1
長靴,cöng4 hö1
工業行動,gung1 yip6 häng4 dung6
小強,siu2 köng4
吃驚,hek2 gäng1
午餐會,ng1 cäng1 wui6
中成藥,zung1 säng4 yök6
轉角,züng1 gok2
差佬,cai1 läu2
生事,säng1 si6
錯愕,co1 ngok6
富士山,fu1 si6 sæng1
咪錶,mäi1 biu1
淡然,dam6 ying4
繁重,fæng4 zung6
尤為,yäu4 wäi4
抱不平,päu1 bäk2 päng4
製片,zäi1 ping2
顯而易見,hing2 yi4 yi6 ging1
下顎,ha6 ngok6
被吿人,bi6 gäu1 yäng4
算數,süng1 su1
説笑,sük2 siu1
疑難,yi4 næng4
重擊,cung4 gäk2
度假屋,du6 ga1 uk2
出處,cäk2 cü1
阻差辦公,zo2 cai1 bæng6 gung1
好冇,häu2 mäu1
青光眼,ceng1 gwong1 ngæng1
坐姿,zo6 zi1
傳輸,cüng4 sü1
好意頭,häu2 yi1 täu4
強忍,köng1 yäng1
咪嘴,mäi1 zöi2
好啦,häu2 la1
味噌,mi6 zäng1
昇華,säng1 wa4
習以為常,zap6 yi1 wäi4 söng4
一夜之間,yäk2 ye6 zi1 gæng1
樂此不疲,lok6 ci2 bäk2 pi4
女校,nü1 hau6
抹茶,muk2 ca4
抓着,zau2 zök6
自以為是,zi6 yi1 wäi4 si6
運毒,wäng6 duk6
解密,gai2 mäk6
剩女,säng6 nü1
上乘,söng6 säng6
寄生,gi1 säng1
追女仔,zöi1 nü1 zäi2
此時此刻,ci2 si4 ci2 häk2
難聽,næng4 täng1
怨聲載道,yüng1 säng1 zöi1 däu6
天平,ting1 päng4
鴉片,a1 ping1
得來不易,däk2 löi4 bäk2 yi6
佔上風,zim1 söng6 fung1
人蛇,yäng4 se4
生猛,sæng1 mæng1
不經意,bäk2 gäng1 yi1
大致上,dai6 zi1 söng6
旅遊巴士,lü1 yäu4 ba1 si2
使然,si2 ying4
上文,söng6 mäng4
傳道,cüng4 däu6
要害,yiu1 fui6
難民營,næng6 mäng4 yäng4
修行,säu1 häng6
造福,zäu6 fuk2
口頭禪,häu2 täu4 sim4
火種,fo2 zung2
強求,köng1 käu4
排便,pai4 bing6
教仔,gäu1 zäi2
着眼於,zök6 ngæng1 yü1
車厘茄,ce1 li4 kö4
刺殺,ci1 sæk2
幾多人,gi2 do1 yäng4
一生一世,yäk2 säng1 yäk2 säi1
目前為止,muk6 cing4 wäi4 zi2
中分,zung1 fäng1
被選為,bi6 süng2 wäi4
敲打,hau1 da2
逃出生天,täu4 cäk2 säng1 ting1
保重,bäu2 zung6
引以為傲,yäng1 yi1 wäi4 ngäu6
排山倒海,pai4 sæng1 däu2 fui2
會話,wui6 wa6
骨質,gwäk2 zäk2
乘勝追擊,säng4 säng1 zöi1 gäk2
不要緊,bäk2 yiu1 gäng2
讀音,duk6 yäm1
日更,yäk6 gæng1
卡車,ka1 ce1
傳開,cüng4 fui1
發惡,fæk2 ok2
射出,se6 cäk2
另行,läng6 häng4
暴龍,bäu6 lung4
參半,cam1 bung1
和談,wo4 tam4
吊臂車,diu1 bi1 ce1
分家,fäng1 ga1
生硬,sæng1 ngæng6
一會兒,yäk2 wui6 yi4
重兵,cung1 bäng1
分貝,fäng1 bui1
暴民,bäu6 mäng4
個人衞生,go1 yäng4 wäi6 säng1
致使,zi1 si2
難頂,næng4 däng2
心諗,säm1 näm2
食評,säk6 päng4
打對台,da2 döi1 töi4
甚囂塵上,säm6 hiu1 cäng4 söng6
重蹈覆轍,cung4 däu6 fuk2 cik2
後數,häu6 su1
封頂,fung1 deng2
鹹片,ham4 ping2
行刑,häng4 yäng4
斷估,düng1 gwu2
幾點,gi2 dim2
從天而降,cung4 ting1 yi4 gong1
傳銷,cüng4 siu1
文青,mäng4 cäng1
隆重其事,lung4 zung6 ki4 si6
下下,ha1 ha1
順風車,säng6 fung1 ce1
生路,sæng1 lu6
瞭如指掌,liu4 yü4 zi2 zöng2
自彈自唱,zi6 tæng4 zi6 cöng1
壯士,zong1 si6
接生,zip2 sæng1
交惡,gau1 wu1
輕率,häng1 säk2
遙遙領先,yiu4 yiu4 läng1 sing1
度數,du6 su1
禍不單行,wo6 bäk2 dæng1 häng4
鄭重,zäng6 zung6
內分泌,nöi6 fäng1 bi1
轉述,züng2 säk6
轉折,züng2 zik2
背誦,bui6 zung6
誦經,zung6 gäng1
側重,zäk2 zung6
本末倒置,bung2 muk6 däu2 zi1
坐館,co1 gwung2
掌上壓,zöng2 söng6 æk2
作畫,zok2 wa6
坐艇,co1 täng1
分判,fäng1 pung1
無上,mu4 söng6
高高在上,gäu1 gäu1 zöi6 söng6
平分,päng4 fäng1
樂曲,ngok6 kuk2
人間蒸發,yäng4 gæng1 zäng1 fæk2
相簿,söng1 bu2
不在話下,bäk2 zöi6 wa6 ha6
惡補,ok2 bu2
刁難,diu1 næng4
交錯,gau1 co1
和暖,wo4 nüng1
洗腎,säi2 säng6
縫合,fung4 häp6
好認,häu2 yäng6
穿梭巴士,cüng1 so1 ba1 si2
逃難,täu4 næng6
乾身,gung1 säng1
毒殺,duk6 sæk2
幾步,gi2 bu6
慰藉,wäi1 zäk6
青黃不接,cäng1 wong4 bäk2 zip2
差天共地,ca1 ting1 gung6 di6
解脱,gai2 tük2
經期,gäng1 ki4
行運,hæng4 wäng6
無中生有,mu4 zung1 säng1 yäu1
筆記簿,bäk2 gi1 bu2
輕描淡寫,häng1 miu4 dam6 se2
益處,yäk2 cü1
羅生門,lo4 säng1 mung4
長情,cöng4 cäng4
比分,bi2 fäng1
薰陶,fäng1 täu4
重施故技,cung4 si1 gwu1 gi6
貓頭鷹,mau1 täu4 yäng1
刻苦,häk2 fu2
毒男,duk6 nam4
各種各樣,gok2 zung2 gok2 yöng6
難能可貴,næng4 näng4 ho2 gwäi1
便於,bing6 yü1
窮追猛打,kung4 zöi1 mæng1 da2
平易近人,päng4 yi6 gäng6 yäng4
腹大便便,fuk2 dai6 bing6 bing6
要素,yiu1 su1
壞處,wai6 cü1
公聽會,gung1 täng1 wui6
吿白,gäu1 bæk6
食雞,säk6 gäi1
大食,dai6 säk6
斷然,düng6 ying4
金華火腿,gäm1 wa4 fo2 töi2
長工,cöng4 gung1
問好,mäng6 häu2
生殖,säng1 zäk6
抽調,cäu1 diu6
強橫,köng4 wæng4
盛夏,säng6 ha6
轉化,züng2 fa1
單數,dæng1 su1
下沉,ha6 cäm4
判斷力,pung1 düng6 läk6
社會學,se1 wui6 hok6
字畫,zi6 wa6
大少,dai6 siu1
學生哥,hok6 sæng1 go1
悠長,yäu4 cöng4
小行星,siu2 hæng4 säng1
自食其力,zi6 säk6 ki4 läk6
歲數,söi1 su1
兩下,löng1 ha1
黯淡,äm1 dam6
無能為力,mu4 näng4 wäi4 läk6
偏重,ping1 zung6
成品,säng4 bäng2
眼下,ngæng1 ha6
打成一片,da1 säng4 yäk2 ping1
刀仔,däu1 zäi2
拍住上,pæk2 zü6 söng1
水炮車,söi2 pau1 ce1
嘉年華會,ga1 ning4 wa4 wui6
過分,gwo1 fäng6
先好,sing1 häu2
打響頭炮,da2 höng2 täu4 pau1
隨和,cöi4 wo4
斷絕,tüng1 zük6
王道,wong4 däu6
特長,däk6 cöng4
行埋,hæng4 mai4
雀仔,zök2 zäi2
解救,gai2 gäu1
必經,bik2 gäng1
蛇頭,se4 täu4
長傳,cöng4 cüng4
草率,cäu2 säk2
趕時間,gwung2 si4 gæng1
開篷車,fui1 pung4 ce1
門生,mung4 säng1
調製,tiu4 zäi1
打高爾夫,da2 gäu1 yi1 fu1
分曉,fäng1 hiu2
不歡而散,bäk2 fung1 yi4 sæng1
廢青,fäi1 cäng1
經文,gäng1 mäng4
太平清醮,tai1 päng4 cäng1 ziu1
彈奏,tæng4 zäu1
例會,läi6 wui6
別處,bik6 cü1
富強,fu1 köng4
開平,fui1 päng4
醒胃,säng2 wäi6
白武士,bæk6 mu1 si6
喪事,song1 si6
幾錢,gi2 cing4
調子,diu6 zi2
點都好,dim2 du1 häu2
縫製,fung4 zäi1
何去何從,ho4 hü1 ho4 cung4
會議展覽,wui6 yi1 zing2 lam1
難抵,næng4 däi2
戇居,ngong6 gü1
直説,zäk6 sük2
斷斷續續,tüng1 tüng1 zuk6 zuk6
製毒,zäi1 duk6
長處,cöng4 cü1
凝重,yäng4 zung6
行天橋,hæng4 ting1 kiu4
電掣,ding6 zäi1
惺惺相惜,säng1 säng1 söng1 säk2
難產,næng4 cæng2
煮食爐,zü2 säk6 lu4
斷交,tüng1 gau1
長成,zöng2 säng4
生人,sæng1 yäng4
經年,gäng1 ning4
坐廁,zo6 ci1
接駁巴士,zip2 bok2 ba1 si6
瓣數,fæng6 su1
着落,zök6 lok6
不省人事,bäk2 säng2 yäng4 si6
毒害,duk6 fui6
下垂,ha6 söi4
齊人,cäi4 yäng4
柯打,o1 da2
少東,siu1 dung1
下葬,ha6 zong1
瑞士法郎,söi6 si6 fæk2 long4
長篇,cöng4 ping1
覺悟,gok2 ng6
同鄉會,tung4 höng1 wui6
好似係,häu2 ci1 häi6
假牙,ga2 nga4
高材生,gäu1 cöi4 säng1
不人道,bäk2 yäng4 däu6
無差別,mu4 ca1 bik6
乾旱,gung1 fung1
打圈,da2 hüng1
平心而論,päng4 säm1 yi4 läng6
電話卡,ding6 wa6 kæk2
間斷,gæng1 düng6
永生,wäng1 säng1
重慶大廈,cung4 häng1 dai6 ha6
校花,hau6 fa1
財仔,cöi4 zäi2
老爺車,läu1 ye4 ce1
邊間,bing1 gæng1
校務,hau6 mu6
約數,yök2 su1
諗緊,näm2 gäng2
混為一談,wäng6 wäi4 yäk2 tam4
正要,zäng1 yiu1
綠卡,luk6 kæk2
醒獅,säng2 si1
黑道,häk2 däu6
成晚,seng4 mæng1
術數,säk6 su1
打殘,da2 cæng4
大小便,dai6 siu2 bing6
散開,sæng1 fui1
轉達,züng2 dæk6
背棄,bui1 hi1
地下水,di6 ha6 söi2
憤青,fäng1 cäng1
為伍,wäi4 ng1
背書,bui6 sü1
輕重,häng1 cung1
人道毀滅,yäng4 däu6 wäi2 mik6
計程車,gäi1 cäng4 ce1
道士,däu6 si2
釀造,yöng6 zäu6
曲終人散,kuk2 zung1 yäng4 sæng1
樂得,lok6 däk2
消磨,siu1 mo4
運轉,wäng6 züng1
從影,cung4 yäng2
生擒,sæng1 käm4
回鄉卡,wui4 höng1 kæk2
站長,zam6 zöng2
傳教士,cüng4 gäu1 si6
對調,döi1 diu6
磨損,mo4 süng2
車震,ce1 zäng1
温差,wäng1 ca1
白車,bæk6 ce1
分身,fäng1 säng1
叫醒,giu1 seng2
客車,hæk2 ce1
慎重,säng6 zung6
思量,si1 löng6
分薄,fäng1 bok6
乾貨,gung1 fo1
客仔,hæk2 zäi2
畫筆,wa6 bäk2
落地生根,lok6 di6 sæng1 gäng1
避重就輕,bi6 cung1 zäu6 häng1
樂在其中,lok6 zöi6 ki4 zung1
聞説,mäng4 sük2
打探,da2 tam1
讀書人,duk6 sü1 yäng4
埋沒,mai4 muk6
平民化,päng4 mäng4 fa1
青山醫院,cäng1 sæng1 yi1 yüng6
不良於行,bäk2 löng4 yü1 häng4
調皮,tiu4 pi4
量產,löng6 cæng2
射精,se6 zäng1
上策,söng6 cæk2
稀少,hi1 siu2
平滑,päng4 wæk6
擺明車馬,bai2 mäng4 gü1 ma1
咁滯,gäm1 zäi6
一落千丈,yäk2 lok6 cing1 zöng6
平房,päng4 fong4
生招牌,sæng1 ziu1 pai4
掃毒,säu1 duk6
打翻,da2 fæng1
彈跳,dæng6 tiu1
爬行,pa4 häng4
成婚,säng4 fäng1
長倉,cöng4 cong1
分道揚鑣,fäng1 däu6 yöng4 biu1
放射性,fong1 se6 säng1
凹凸不平,näp2 däk6 bäk2 päng4
拗柴,au2 cai4
彈弓,dæng6 gung1
領空,läng1 hung1
刺客,ci1 hæk2
尾數,mi1 su1
信以為真,säng1 yi1 wäi4 zäng1
回心轉意,wui4 säm1 züng2 yi1
夜更,ye6 gæng1
生怕,säng1 pa1
和唱,wo6 cöng1
暴利,bäu6 li6
降雨量,gong1 yü1 löng6
劇毒,kek6 duk6
盛開,säng6 fui1
朗讀,long1 duk6
打轉,da2 züng2
實習生,säk6 zap6 säng1
平行,päng4 häng4
沙塵暴,sa1 cäng4 bäu6
書生,sü1 säng1
車齡,ce1 läng4
解款車,gai1 fung2 ce1
