Index,Word,Glossary,EnglishGlossary,Type,Character,IPA,Rom,1st check,Remark
280_Hakka_1,280,揀(菜),Trim vegetables for cooking,Hakka_1,擇,tʰɔk53,tok6 ,OK,
281_Hakka_1,281,攢(錢),Save money,Hakka_1,存,sun11,sun2 ,OK,
282_Hakka_1,282,焙(尿布),Dry the diaper over the fire,Hakka_1,炕,kʰɔŋ53,kong4 ,OK,
283_Hakka_1,283,(用煙)熏(肉),Fume(the meat),Hakka_1,熏,hiun13,hiun1 ,OK,
284_Hakka_1,284,(用鹽)醃(肉),Pickle (the meat),Hakka_1,醃,jap31,yap5 ,OK,
285_Hakka_1,285,(把開水)攤涼,letting boiled water cool down naturally,Hakka_1,攤,tʰaŋ13,tang1 ,OK,
286_Hakka_1,286,稻子(整株植物),Paddy,Hakka_1,禾,vɔ11,vo2 ,OK,
287_Hakka_1,287,稻穀(脫粒後的穀子),Grain,Hakka_1,穀,kuk31,guk5 ,OK,
288_Hakka_1,288,穀穗,Ear of rice,Hakka_1,禾串,vɔ11tsʰɔn53,vo2 con4 ,OK,
289_Hakka_1,289,秕穀,Blasted grains,Hakka_1,泛穀,pʰaŋ53>55kuk31,pang4 guk5 ,OK,
290_Hakka_1,290,大米,Rice (grains),Hakka_1,米,mi31,mi3 ,OK,
291_Hakka_1,291,糯米,Sticky rice,Hakka_1,糯米,lɔ53>55mi31,lo4 mi3 ,OK,
292_Hakka_1,292,粳米,Rice,Hakka_1,粘米,tsam13>35mi31,zam1 mi3 ,OK,
293_Hakka_1,293,麥子,Wheat,Hakka_1,麥,mak53,mak6 ,OK,
294_Hakka_1,294,小米,Millet,Hakka_1,狗尾粟,kɛu31mui13>35suk31,geu3 mui1 suk5 ,OK,
295_Hakka_1,295,玉米,Maize,Hakka_1,包粟,pau13>35suk31,bau1 suk5 ,OK,
296_Hakka_1,296,高粱,Sorghum,Hakka_1,高粱粟,kau13>35liɔŋ11suk31,gau1 liong2 suk5 ,OK,
297_Hakka_1,297,黃豆,Soybean,Hakka_1,黃豆,vɔŋ11tʰɛu53,vong2 teu4 ,OK,
298_Hakka_1,298,豌豆,Snow pea,Hakka_1,荷蘭豆,hɔ11lan13tʰɛu53,ho2 lan1 teu4 ,OK,
299_Hakka_1,299,蠶豆,Broad bean,Hakka_1,蠶豆,tsʰam11tʰɛu53,cam2 teu4 ,OK,
300_Hakka_1,300,芝麻,Sesame,Hakka_1,油麻,jiu11ma11,yiu2 ma2 ,OK,
301_Hakka_1,301,豇豆,Cowpea,Hakka_1,豆角,tʰɛu53>55kɔk31,teu4 gok5 ,OK,
302_Hakka_1,302,扁豆,Haircot bean,Hakka_1,刀豆,tau13tʰɛu53,dau1 teu4 ,有問題,錄音有302a/b  
303_Hakka_1,303,紅薯,Sweet potato,Hakka_1,番薯,fan13>35su11,fan1 su2 ,OK,
304_Hakka_1,304,土豆,Potato,Hakka_1,荷蘭薯,hɔ11lan13>35su11,ho2 lan1 su2 ,OK,
304_Hakka_2,304,土豆,Potato,Hakka_2,薯仔,su11tsai31,su2 zai3 ,OK,
305_Hakka_1,305,花生,Peanut,Hakka_1,地豆,tʰi53tʰɛu53,ti4 teu4 ,OK,
306_Hakka_1,306,花生米,Peanut kernel,Hakka_1,地豆米,tʰi53tʰɛu53>55mi31,ti4 teu4 mi3 ,OK,
307_Hakka_1,307,蘑菇,Mushroom,Hakka_1,菇,ku13,gu1 ,OK,
308_Hakka_1,308,板粟(大者),Chestnut (big),Hakka_1,風栗,fuŋ13lit53,fung1 lit6 ,OK,
309_Hakka_1,309,毛粟(較小),Chestnut (small),Hakka_1,粟子,lit53tsu31,lit6 zu3 ,OK,
310_Hakka_1,310,甘蔗,Sugar cane,Hakka_1,蔗,tsa53,za4 ,OK,
311_Hakka_1,311,蔬菜,Vegetable,Hakka_1,青菜,tsʰiaŋ13tsʰɔi53,ciang1 coi4 ,OK,
312_Hakka_1,312,菠菜,Spinach,Hakka_1,角菜,kɔk31tsʰɔi53,gok5 coi4 ,OK,
313_Hakka_1,313,洋白菜,Cabbage,Hakka_1,黃芽白,vɔŋ11ŋa11pʰak53,vong2 nga2 pak6 ,OK,
314_Hakka_1,314,茄子,Eggplant,Hakka_1,矮瓜,ai31ka13,ai3 ga1 ,OK,
315_Hakka_1,315,絲瓜,Sponge gourd,Hakka_1,絲瓜,sɛ13ka13,se1 ga1 ,OK,
316_Hakka_1,316,南瓜,Pumpkin,Hakka_1,金瓜,kim13ka13,gim1 ga1 ,OK,
317_Hakka_1,317,冬瓜,Wax gourd,Hakka_1,冬瓜,tuŋ13ka13,dung1 ga1 ,OK,
318_Hakka_1,318,黃瓜,Cucumber,Hakka_1,黃瓜,vɔŋ11ka13,vong2 ga1 ,OK,
319_Hakka_1,319,西紅柿,Tomato,Hakka_1,番茄,fan13kʰiɔ11,fan1 kio2 ,OK,
320_Hakka_1,320,蘿蔔,Radish,Hakka_1,蘿蔔,lɔ11pʰɛt53,lo2 pet6 ,OK,
321_Hakka_1,321,胡蘿蔔,Carrot,Hakka_1,紅蘿蔔,fuŋ11lɔ11pʰɛt53,fung2 lo2 pet6 ,OK,
322_Hakka_1,322,辣椒,Chili pepper,Hakka_1,辣椒,lat53tsiau13,lat6 ziau1 ,OK,
323_Hakka_1,323,蕹菜,Water spinach,Hakka_1,蕹菜,vuŋ53tsʰɔi53,vung4 coi4 ,OK,
324_Hakka_1,324,韭菜,Chives,Hakka_1,韭菜,kiu31tsʰɔi53,giu3 coi4 ,OK,
325_Hakka_1,325,莧菜,Chinese spinach,Hakka_1,莧菜,han53tsʰɔi53,han4 coi4 ,OK,
326_Hakka_1,326,芥菜,Leaf mustard,Hakka_1,芥菜,kai53tsʰɔi53,gai4 coi4 ,OK,
327_Hakka_1,327,芹菜,Celery,Hakka_1,芹菜,kʰiun11tsʰɔi53,kiun2 coi4 ,OK,
328_Hakka_1,328,芫荽,Chinese parsley,Hakka_1,芫荽,jɛn11sui13,yen2 sui1 ,OK,
329_Hakka_1,329,萵苣,"Lettuce,Garland chrysanthemum",Hakka_1,脈菜,mak31tsʰɔi53,mak5 coi4 ,OK,
330_Hakka_1,330,木耳菜,Malabar Spinach Ceylon spinach,Hakka_1,潺菜,tsʰan11tsʰɔi53,can2 coi4 ,OK,
331_Hakka_1,331,慈姑,Chinese arrowhead,Hakka_1,牙姑,ŋa11ku13,nga2 gu1 ,OK,
332_Hakka_1,332,藕,Lotus root,Hakka_1,蓮藕,liɛn11lɛu13,lien2 leu1 ,OK,
333_Hakka_1,333,荸薺,Chinese water chestnut,Hakka_1,馬蹄,ma13>35tʰai11,ma1 tai2 ,OK,
334_Hakka_1,334,菱角,Water chestnut,Hakka_1,菱角,lin11kɔk31,lin2 gok5 ,OK,
335_Hakka_1,335,蔥,"Spring onion, Shallot",Hakka_1,蔥仔,tsʰuŋ13>35tsai31,cung1 zai3 ,OK,
336_Hakka_1,336,大蒜(整株),Garlic(the whole plant),Hakka_1,蒜仔,sɔn53>55tsai31,son4 zai3 ,OK,
337_Hakka_1,337,蒜薹,Garlic sprout,Hakka_1,蒜苗,sɔn53>55miau11,son4 miau2 ,OK,
338_Hakka_1,338,蒜頭(塊莖),Garlic,Hakka_1,蒜頭,sɔn53>55tʰɛu11,son4 teu2 ,OK,
339_Hakka_1,339,薤,Scallion,Hakka_1,蕎頭,kʰiau13>35tʰɛu11,kiau1 teu2 ,OK,
340_Hakka_1,340,薑(塊莖),Ginger,Hakka_1,薑嫲,kiɔŋ13>35ma11,giong1 ma2 ,OK,
341_Hakka_1,341,(茶葉)梗,Stalk,Hakka_1,梗,kaŋ31,gang3 ,OK,
342_Hakka_1,342,菜薹,Sproutofcabbage,Hakka_1,菜心,tsʰɔi53sim13,coi4 sim1 ,OK,
343_Hakka_1,343,菜(整株),Vegetableincludingleavesandstalk,Hakka_1,菜,tsʰɔi53,coi4 ,OK,
344_Hakka_1,344,菜根(細根),Rootof thevegetable,Hakka_1,菜根,tsʰɔi53kin13,coi4 gin1 ,OK,
345_Hakka_1,345,菜秧(菜苗，供移栽),VegetableSeedling(fortransplant),Hakka_1,菜秧,tsʰɔi53jɔŋ13,coi4 yong1 ,OK,
346_Hakka_1,346,浮萍,Duckweed,Hakka_1,薸仔,pʰiau11tsai31,piau2 zai3 ,OK,
347_Hakka_1,347,水果(概稱),Fruit,Hakka_1,生果,saŋ13>35kɔ31,sang1 go3 ,OK,
348_Hakka_1,348,桃兒(果),Peach,Hakka_1,桃仔,tʰau11tsai31,tau2 zai3 ,OK,
349_Hakka_1,349,杏兒(果),Apricot,Hakka_1,杏,hɛn53,hen4 ,OK,
350_Hakka_1,350,李子(果),Plum prune,Hakka_1,李仔,li31tsai31,li3 zai3 ,OK,
351_Hakka_1,351,柿子(果),Persimmon,Hakka_1,腍柿,lɛm11sɛ11,lem2 se2 ,OK,
352_Hakka_1,352,石榴,Pomegranate,Hakka_1,石榴,sak53liu11,sak6 liu2 ,OK,
353_Hakka_1,353,梨(果),Pear,Hakka_1,梨,li11,li2 ,OK,
354_Hakka_1,354,橘子(果),"Mandarin, tangerine",Hakka_1,橘仔,kit31tsai31,git5 zai3 ,OK,
354_Hakka_2,354,橘子(果),"Mandarin, tangerine",Hakka_2,柑仔,kam13>35tsai31,gam1 zai3 ,OK,
355_Hakka_1,355,柳丁(果),Orange,Hakka_1,橙仔,tsaŋ11tsai31,zang2 zai3 ,OK,
356_Hakka_1,356,柚子(果),Pomelo,Hakka_1,碌仔,luk31tsai31,luk5 zai3 ,OK,
357_Hakka_1,357,梅子(果),Chinese plum,Hakka_1,梅仔,mɔi11tsai31,moi2 zai3 ,OK,
358_Hakka_1,358,葡萄(果),Grape,Hakka_1,葡萄子,pʰu11tʰau11tsu31,pu2 tau2 zu3 ,OK,
359_Hakka_1,359,櫻桃(果),Cherry,Hakka_1,櫻桃,jin13>35tʰau11,yin1 tau2 ,OK,
360_Hakka_1,360,橄欖(果),Olive,Hakka_1,欖,lam31,lam3 ,OK,
361_Hakka_1,361,棗兒(果),Date(fruit),Hakka_1,紅棗,fuŋ11tsau31,fung2 zau3 ,OK,
362_Hakka_1,362,核桃(果),Walnut,Hakka_1,合桃,hap53tʰau11,hap6 tau2 ,OK,
363_Hakka_1,363,山楂,Hawthorn,Hakka_1,山渣,san13tsa13,san1 za1 ,OK,
364_Hakka_1,364,香蕉(果),Banana,Hakka_1,牙蕉,ŋa11tsiau13,nga2 ziau1 ,OK,
365_Hakka_1,365,荔枝(果),Lychee,Hakka_1,荔果,lai13>35kɔ31,lai1 go3 ,OK,
366_Hakka_1,366,龍眼(果),Longan,Hakka_1,龍眼,luŋ11ŋan31,lung2 ngan3 ,OK,
367_Hakka_1,367,西瓜,Water melon,Hakka_1,西瓜,si13ka13,si1 ga1 ,OK,
368_Hakka_1,368,芽兒,Bud,Hakka_1,筍,sun31,sun3 ,OK,
369_Hakka_1,369,(果)核兒,Seed,Hakka_1,核,fut53,fut6 ,OK,
370_Hakka_1,370,(果)皮兒,Peel,Hakka_1,皮,pʰi11,pi2 ,OK,
371_Hakka_1,371,花兒,Flower,Hakka_1,花,fa13,fa1 ,OK,
372_Hakka_1,372,梅花,Chinese Plum blossom,Hakka_1,梅花,mɔi11fa13,moi2 fa1 ,OK,
373_Hakka_1,373,杏花,Apricot blossom,Hakka_1,杏花,hɛn53fa13,hen4 fa1 ,OK,
374_Hakka_1,374,桃花,Peach blossom,Hakka_1,桃花,tʰau11fa13,tau2 fa1 ,OK,
375_Hakka_1,375,荷花,Lotus flower,Hakka_1,蓮花,liɛn11fa13,lien2 fa1 ,OK,
376_Hakka_1,376,睡蓮,Waterlily,Hakka_1,蓮花,liɛn11fa13,lien2 fa1 ,OK,
377_Hakka_1,377,桂花,Osmanthus flowers,Hakka_1,桂花,kui53fa13,gui4 fa1 ,OK,
378_Hakka_1,378,杜鵑花,Azalea,Hakka_1,杜鵑花,tʰu53kiɛn13fa13,tu4 gien1 fa1 ,OK,
379_Hakka_1,379,蘭花,Orchid,Hakka_1,蘭花,lan11fa13,lan2 fa1 ,OK,
380_Hakka_1,380,雞蛋花,Plumeria,Hakka_1,雞蛋花,kai13tʰan53fa13,gai1 tan4 fa1 ,OK,
381_Hakka_1,381,茉莉花,Jasmine,Hakka_1,茉莉花,mat53li53fa13,mat6 li4 fa1 ,OK,
382_Hakka_1,382,白蘭花,Gardenia,Hakka_1,白玉蘭,pʰak53ȵiuk53lan11,pak6 ngiuk6 lan2 ,OK,
383_Hakka_1,383,金銀花,Honeysuckle,Hakka_1,手巾絮,siu31kin13sui13,siu3 gin1 sui1 ,OK,
384_Hakka_1,384,菊花,Chrysanthemum,Hakka_1,菊花,kʰiuk31fa13,kiuk5 fa1 ,OK,
385_Hakka_1,385,向日葵,Sunflower,Hakka_1,向日葵,hiɔŋ53>55ȵit31kʰui11,hiong4 ngit5 kui2 ,OK,
386_Hakka_1,386,棉花,Cotton,Hakka_1,棉花,muk31miɛn11fa13,muk5 mien2 fa1 ,OK,
387_Hakka_1,387,槐樹,Pagoda tree,Hakka_1,槐樹,fai11su53,fai2 su4 ,OK,
388_Hakka_1,388,楓樹,Maple,Hakka_1,楓樹,fuŋ13su53,fung1 su4 ,OK,
389_Hakka_1,389,楝樹,Azedarach tree,Hakka_1,苦楝樹,fu31liɛn53su53,fu3 lien4 su4 ,OK,
390_Hakka_1,390,白千層,Melaleuca,Hakka_1,千重皮,tsʰiɛn13>35tsʰuŋ11pʰi11,cien1 cung2 pi2 ,OK,
391_Hakka_1,391,柳樹,Willow,Hakka_1,柳樹,liu31su53,liu3 su4 ,OK,
392_Hakka_1,392,桑樹,Mulberry tree,Hakka_1,桑仔樹,sɔŋ13>35tsai31su53,song1 zai3 su4 ,OK,
393_Hakka_1,393,桑葚兒,Mulberry,Hakka_1,桑仔,sɔŋ13>35tsai31,song1 zai3 ,OK,
394_Hakka_1,394,榕樹,Banyan tree,Hakka_1,榕樹,juŋ11su53,yung2 su4 ,OK,
395_Hakka_1,395,烏桕樹,Chinese Tallow Tree,Hakka_1,烏桕樹,vu13kʰiu13su53,vu1 kiu1 su4 ,OK,
396_Hakka_1,396,銀杏樹,Gingo tree,Hakka_1,白果樹,pʰak53kɔ31su53,pak6 go3 su4 ,OK,
397_Hakka_1,397,梧桐樹,Chinese Parasol tree,Hakka_1,梧桐樹,ŋ11tʰuŋ11su53,ng2 tung2 su4 ,OK,
398_Hakka_1,398,茶樹(葉制茶),Tea plant,Hakka_1,茶樹,tsʰa11su53,ca2 su4 ,OK,
399_Hakka_1,399,油茶樹,Camellia tree,Hakka_1,油茶樹,jiu11tsʰa11su53,yiu2 ca2 su4 ,OK,
400_Hakka_1,400,棕櫚,Palm tree,Hakka_1,棕櫚樹,tsuŋ13li13su53,zung1 li1 su4 ,OK,
401_Hakka_1,401,樟樹,Camphor tree,Hakka_1,樟樹,tsɔŋ13su53,zong1 su4 ,OK,
402_Hakka_1,402,竹子(小),Bamboo,Hakka_1,竹,tsuk31,zuk5 ,OK,
403_Hakka_1,403,毛竹(大),MasoBamboo(Phyllostachys),Hakka_1,車桐竹,tsʰa13>35tʰuŋ11tsuk31,ca1 tung2 zuk5 ,OK,
404_Hakka_1,404,竹根,Root of bamboo,Hakka_1,竹根,tsuk31kin13,zuk5 gin1 ,OK,
405_Hakka_1,405,竹衣,Bambooleafstalk,Hakka_1,竹衣,tsuk31ji13,zuk5 yi1 ,OK,
406_Hakka_1,406,竹筍,Bamboo shoot,Hakka_1,竹筍,tsuk31sun31,zuk5 sun3 ,OK,
407_Hakka_1,407,竹篾,Bamboo splint,Hakka_1,篾仔,miɛt53,miet6 ,有問題,missing IPA
408_Hakka_1,408,茅草,Cogongrass,Hakka_1,書友草,su13jiu13>35tsʰau31,su1 yiu1 cau3 ,OK,
409_Hakka_1,409,蕨,Fern,Hakka_1,榔箕,lɔŋ13ki13,long1 gi1 ,OK,
410_Hakka_1,410,青苔,Moss,Hakka_1,溜苔,liu13>35tʰɔi11,liu1 toi2 ,OK,
411_Hakka_1,411,蘆葦,Reed,Hakka_1,蘆茅,lu11mau11,lu2 mau2 ,OK,
412_Hakka_1,412,艾,Mugwort,Hakka_1,艾,ȵiɔi53,ngioi4 ,OK,
413_Hakka_1,413,樹枝,Branch,Hakka_1,樹桍,su53kʰa13,su4 ka1 ,OK,
414_Hakka_1,414,樹梢,Treetop,Hakka_1,樹尾,su53mui13,su4 mui1 ,OK,
415_Hakka_1,415,樹樁,Stump,Hakka_1,樹頭,su53>55tʰɛu11,su4 teu2 ,OK,
416_Hakka_1,416,樹葉,Leaf,Hakka_1,樹葉,su53jap53,su4 yap6 ,OK,
417_Hakka_1,417,粽葉,Leaf for rice dumpling,Hakka_1,裹粽葉,kɔ31tsuŋ53jap53,go3 zung4 yap6 ,OK,
418_Hakka_1,418,(樹上的)刺,Thorn,Hakka_1,竻,lɛt31,let5 ,OK,
419_Hakka_1,419,杉樹,Fir,Hakka_1,杉樹,tsʰam53su53,cam4 su4 ,OK,
420_Hakka_1,420,柏樹,Cypress,Hakka_1,柏樹,pʰak31su53,pak5 su4 ,OK,
421_Hakka_1,421,松樹,Pine,Hakka_1,松樹,tsʰuŋ11su53,cung2 su4 ,OK,
422_Hakka_1,422,松球,Pine cone,Hakka_1,松雞角,tsʰuŋ11kai13>35kɔk31,cung2 gai1 gok5 ,OK,
423_Hakka_1,423,松針,Pine leaf,Hakka_1,松毛,tsʰuŋ11mau13,cung2 mau1 ,OK,
424_Hakka_1,424,松明子,Pine oil,Hakka_1,松光仁,tsʰuŋ11kɔŋ13>35jin11,cung2 gong1 yin2 ,OK,
425_Hakka_1,425,橡膠(原料),Latex(formakingrubber),Hakka_1,樹膠,su53kau13,su4 gau1 ,OK,
426_Hakka_1,426,木頭,Wood,Hakka_1,木頭,muk31tʰɛu11,muk5 teu2 ,OK,
427_Hakka_1,427,牲畜(概稱),Animals,Hakka_1,頭牲,tʰɛu11saŋ13,teu2 sang1 ,OK,
428_Hakka_1,428,水牛,Buffalo,Hakka_1,水牛,sui31ȵiu11,sui3 ngiu2 ,OK,
429_Hakka_1,429,黃牛,Yellowcattle,Hakka_1,黃牛,vɔŋ11ȵiu11,vong2 ngiu2 ,OK,
430_Hakka_1,430,公牛,Bull,Hakka_1,牛牯,ȵiu11ku13,ngiu2 gu1 ,OK,
431_Hakka_1,431,母牛,Cow,Hakka_1,牛嫲,ȵiu11ma11,ngiu2 ma2 ,OK,
432_Hakka_1,432,牛犢,Calf,Hakka_1,牛仔,ȵiu11tsai31,ngiu2 zai3 ,OK,
433_Hakka_1,433,牛角,Hornsofthecattle,Hakka_1,牛角,ȵiu11kɔk31,ngiu2 gok5 ,OK,
434_Hakka_1,434,蹄子,Hoof,Hakka_1,蹄,tʰai11,tai2 ,OK,
435_Hakka_1,435,(牛用角)頂,Cattlefightingwithhorns,Hakka_1,吥,put31,but5 ,OK,
436_Hakka_1,436,羊,Sheep,Hakka_1,羊,jɔŋ11,yong2 ,OK,
437_Hakka_1,437,公羊,Ram,Hakka_1,羊牯,jɔŋ11ku31,yong2 gu3 ,OK,
438_Hakka_1,438,母羊,Ewe,Hakka_1,羊嫲,jɔŋ11ma11,yong2 ma2 ,OK,
439_Hakka_1,439,羊羔,Lamb,Hakka_1,羊仔,jɔŋ11tsai11,yong2 zai2 ,唔肯定,uncertain with 仔 pron.
440_Hakka_1,440,豬,Pig,Hakka_1,豬,tsu13,zu1 ,OK,
441_Hakka_1,441,公豬,Boar,Hakka_1,豬牯,tsu13>35ku31,zu1 gu3 ,OK,
442_Hakka_1,442,種豬,Breederboar,Hakka_1,豬家,tsu13ka13,zu1 ga1 ,OK,
443_Hakka_1,443,母豬,Sow,Hakka_1,豬嫲,tsu13>35ma11,zu1 ma2 ,OK,
444_Hakka_1,444,閹豬(被閹割的豬),Hog,Hakka_1,肉豬,ȵiuk31tsu13,ngiuk5 zu1 ,OK,
445_Hakka_1,445,小豬,Piglets,Hakka_1,豬仔,tsu13>35tsai31,zu1 zai3 ,OK,
446_Hakka_1,446,(豬)下仔,Togivebirthtoapig,Hakka_1,養豬仔,jɔŋ13tsu13>35tsai31,yong1 zu1 zai3 ,OK,
447_Hakka_1,447,(豬、牛)交配,Mating(ofanimals),Hakka_1,走水,tsɛu31sui31,zeu3 sui3 ,OK,
448_Hakka_1,448,狗,Dog,Hakka_1,狗,kɛu31,geu3 ,OK,
449_Hakka_1,449,公狗,Male dog,Hakka_1,狗牯,kɛu31ku31,geu3 gu3 ,OK,
450_Hakka_1,450,母狗,Bitch,Hakka_1,狗嫲,kɛu31ma11,geu3 ma2 ,OK,
450_Hakka_2,450,母狗,Bitch,Hakka_2,沒生養過的狗牸,kɛu31tsʰi53,geu3 ci4 ,有問題,character =/= IPA & ROM
451_Hakka_1,451,(狗)叫,(Dog)barks,Hakka_1,吠,pʰɔi53,poi4 ,OK,
452_Hakka_1,452,貓,Cat,Hakka_1,貓,miau53,miau4 ,OK,
453_Hakka_1,453,公貓,Tomcat,Hakka_1,貓牯,miau53>55ku31,miau4 gu3 ,OK,
454_Hakka_1,454,母貓,Female cat,Hakka_1,貓嫲,miau53>55ma11,miau4 ma2 ,OK,
454_Hakka_2,454,母貓,Female cat,Hakka_2,沒生養過的貓牸,miau53tsʰi53,miau4 ci4 ,有問題,character =/= IPA & ROM
455_Hakka_1,455,(貓)尋偶晚上號叫,(Cats) howl (for mating),Hakka_1,貓起群,miau53hi31kʰiun11,miau4 hi3 kiun2 ,OK,
456_Hakka_1,456,公雞,Rooster,Hakka_1,雞公,kai13kuŋ13,gai1 gung1 ,OK,
457_Hakka_1,457,母雞,Hen,Hakka_1,雞嫲,kai13>35ma11,gai1 ma2 ,OK,
457_Hakka_2,457,母雞,Hen,Hakka_2,沒生過蛋的雞僆,kai13lɔn53,gai1 lon4 ,有問題,character =/= IPA & ROM
458_Hakka_1,458,閹雞,Castrated chicken,Hakka_1,閹雞,jam13kai13,yam1 gai1 ,OK,
459_Hakka_1,459,小雞,Chicken,Hakka_1,雞仔,kai13>35tsai31,gai1 zai3 ,OK,
460_Hakka_1,460,菢窩母雞,Broody hen,Hakka_1,賴伏雞嫲,lai53pʰu53kai13>35ma11,lai4 pu4 gai1 ma2 ,OK,
461_Hakka_1,461,雞蛋,(chicken) Egg,Hakka_1,雞春,kai13tsʰun13,gai1 cun1 ,OK,
462_Hakka_1,462,雞胗,Chicken’sgizzard,Hakka_1,雞胗,kai13kʰin13,gai1 kin1 ,OK,
463_Hakka_1,463,(雞)下蛋,Layanegg,Hakka_1,生春,saŋ13tsʰun13,sang1 cun1 ,OK,
464_Hakka_1,464,孵(小雞),Incubate(chicken),Hakka_1,伏,pʰu53,pu4 ,OK,
465_Hakka_1,465,(雞)翻(食物),(Hen)rummagingfoodbyclaw,Hakka_1,蹣,pʰan11,pan2 ,OK,
465_Hakka_2,465,(雞)翻(食物),(Hen)rummagingfoodbyclaw,Hakka_2,抄,tsʰau53,cau4 ,OK,
465_Hakka_3,465,(雞)翻(食物),(Hen)rummagingfoodbyclaw,Hakka_3,跒,kʰia53,kia4 ,OK,
466_Hakka_1,466,(公雞)叫,(Rooster)crowing,Hakka_1,啼,tʰai11,tai2 ,OK,
467_Hakka_1,467,(雞)啄(米)(拾食),Peck(the rice),Hakka_1,啄,tuk31,duk5 ,OK,
468_Hakka_1,468,(雞)啄(蜈蚣)(啄咬),Peck and eat,Hakka_1,噹,tiɔŋ13,diong1 ,OK,
469_Hakka_1,469,(雞)交配,Mating copula-tion(ofchicken),Hakka_1,打踏,ta31tʰap53,da3 tap6 ,OK,
470_Hakka_1,470,鵝,Goose,Hakka_1,鵝,ŋɔ11,ngo2 ,OK,
471_Hakka_1,471,鴨子,Duck,Hakka_1,鴨,ap31,ap5 ,OK,
472_Hakka_1,472,野獸,Wildanimal,Hakka_1,野性,ja13sin53,ya1 sin4 ,OK,
473_Hakka_1,473,老虎,Tiger,Hakka_1,老虎,lau53>55fu31,lau4 fu3 ,OK,
474_Hakka_1,474,獅子,Lion,Hakka_1,獅子,su13>35tsu31,su1 zu3 ,OK,
475_Hakka_1,475,豹子,Leopard,Hakka_1,豹,pau53,bau4 ,OK,
476_Hakka_1,476,狼,Wolf,Hakka_1,狼,lɔŋ11,long2 ,OK,
477_Hakka_1,477,狐狸,Fox,Hakka_1,狐狸,fu11li11,fu2 li2 ,OK,
478_Hakka_1,478,猴子,Monkey,Hakka_1,猴哥,hɛu11kɔ13,heu2 go1 ,OK,
478_Hakka_2,478,猴子,Monkey,Hakka_2,馬騮,ma13liu13,ma1 liu1 ,OK,
479_Hakka_1,479,鹿,Deer,Hakka_1,鹿,luk53,luk6 ,OK,
480_Hakka_1,480,兔子,Rabbit,Hakka_1,兔仔,tʰu53>55tsai31,tu4 zai3 ,OK,
481_Hakka_1,481,老鼠,Mouse,Hakka_1,老鼠,lau53>55tsʰu31,lau4 cu3 ,OK,
482_Hakka_1,482,鳥,Bird,Hakka_1,鳥仔,tiau13>35tsai31,diau1 zai3 ,OK,
484_Hakka_1,484,麻雀,Sparrow,Hakka_1,禾鷝子,vɔ11pit31tsai31,vo2 bit5 zai3 ,OK,
485_Hakka_1,485,喜鵲,Magpie,Hakka_1,鴉鵲,a13>35siak31,a1 siak5 ,OK,
486_Hakka_1,486,烏鴉,Crow,Hakka_1,老鴉,lau31a13,lau3 a1 ,OK,
487_Hakka_1,487,大雁,Wildgoose,Hakka_1,雁鵝,ŋan53>55ŋɔ11,ngan4 ngo2 ,OK,
488_Hakka_1,488,老鷹,Eagle,Hakka_1,鷂婆,jau53>55pʰɔ11,yau4 po2 ,OK,
488_Hakka_2,488,老鷹,Eagle,Hakka_2,牙鷹,ŋa11jin13,nga2 yin1 ,OK,
489_Hakka_1,489,貓頭鷹,Owl,Hakka_1,貓頭鳥,miau53>55tʰɛu11tiau13,miau4 teu2 diau1 ,OK,
490_Hakka_1,490,燕子,Swallow(nameofabird),Hakka_1,燕仔,jɛn53>55tsai31,yen4 zai3 ,OK,
491_Hakka_1,491,蝙蝠,Bat,Hakka_1,蝠婆,pʰit53pʰɔ11,pit6 po2 ,OK,
491_Hakka_2,491,蝙蝠,Bat,Hakka_2,蚊鼠,mun13>35tsʰu31,mun1 cu3 ,OK,
492_Hakka_1,492,鴿子,Dove,Hakka_1,月鴿,ȵiɛt53kap31,ngiet6 gap5 ,OK,
492_Hakka_2,492,鴿子,Dove,Hakka_2,白鴿,pʰak53kap31,pak6 gap5 ,OK,
493_Hakka_1,493,八哥,Myna,Hakka_1,鷯哥,liau53kɔ13,liau4 go1 ,OK,
494_Hakka_1,494,(鳥)蛋,Egg(ofbird),Hakka_1,春,tsʰun13,cun1 ,OK,
495_Hakka_1,495,(鳥)窩,Nest,Hakka_1,竇,tɛu53,deu4 ,OK,
496_Hakka_1,496,翅膀,Wing,Hakka_1,翼,jit53,yit6 ,OK,
497_Hakka_1,497,尾巴,Tail,Hakka_1,尾,mui13,mui1 ,OK,
498_Hakka_1,498,搖(尾巴),Wavingthetail,Hakka_1,揈,vin53,vin4 ,OK,
499_Hakka_1,499,爪子,Claw,Hakka_1,腳爪,kiɔk31tsau31,giok5 zau3 ,OK,
500_Hakka_1,500,蜘蛛,Spider,Hakka_1,蝲蜞,la11kʰia11,la2 kia2 ,OK,
501_Hakka_1,501,螞蟻,Ant,Hakka_1,蟻公,li13kuŋ13,li1 gung1 ,唔肯定, uncertain with pron.
501_Hakka_2,501,螞蟻,Ant,Hakka_2,蟻子,li13>35tsu31,li1 zu3 ,唔肯定, uncertain with pron.
502_Hakka_1,502,蚯蚓,Earthworm,Hakka_1,蟲蚿,tsʰuŋ11hiɛn31,cung2 hien3 ,OK,
